denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,103,4,107,563,670,-34,2,2172,415,,,3257,80972,55295
Basilicata,0,0,0,18,18,-2,0,354,27,,,399,31485,30705
Calabria,18,0,18,79,97,-5,1,965,97,,,1159,74186,72124
Campania,133,7,140,634,774,-56,0,3623,425,,,4822,212486,104169
Emilia-Romagna,281,38,319,2193,2512,-176,17,21198,4167,,,27877,347146,207533
Friuli Venezia Giulia,25,2,27,153,180,-33,1,2762,338,,,3280,142246,83600
Lazio,480,51,531,2179,2710,-44,9,4309,754,,,7773,268561,216743
Liguria,142,6,148,96,244,-150,14,8056,1486,,,9786,113329,62417
Lombardia,2960,120,3080,16773,19853,-371,402,53853,16222,,,89928,800276,475041
Marche,50,5,55,1238,1293,-10,2,4458,989,,,6740,111431,68197
Molise,0,2,2,120,122,-3,0,291,23,,,436,15568,15568
P.A. Bolzano,10,2,12,89,101,-11,1,2206,292,,,2599,69466,32665
P.A. Trento,8,1,9,114,123,-84,0,3846,464,,,4433,92916,50312
Piemonte,743,40,783,3586,4369,-187,49,22511,3927,,,30807,335814,217032
Puglia,111,5,116,730,846,-121,4,3140,521,,,4507,127520,85007
Sardegna,11,0,11,56,67,-41,2,1161,131,,,1359,60794,51853
Sicilia,54,6,60,812,872,-7,1,2300,276,,,3448,160639,136155
Toscana,55,23,78,779,857,-26,7,8209,1063,,,10129,266508,188882
Umbria,12,2,14,15,29,-2,0,1326,76,,,1431,74142,52888
Valle d'Aosta,9,0,9,1,10,0,0,1034,143,,,1187,15587,12200
Veneto,96,2,98,1131,1229,-90,6,16007,1938,,,19174,713500,346872
