denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,175,5,180,1092,1272,-45,7,1549,391,,,3212,62161,42768
Basilicata,15,1,16,44,60,-13,1,307,27,,,394,24537,23903
Calabria,47,1,48,278,326,-27,0,734,96,,,1156,59724,57465
Campania,312,9,321,1052,1373,-69,9,2947,403,,,4723,155842,73912
Emilia-Romagna,592,92,684,4242,4926,-172,53,18466,4025,,,27417,278917,174485
Friuli Venezia Giulia,72,2,74,504,578,-18,6,2314,323,,,3215,111541,68882
Lazio,1110,68,1178,2459,3637,-149,25,3259,662,,,7558,222071,177749
Liguria,283,22,305,1770,2075,-103,55,5872,1397,,,9344,87011,50812
Lombardia,4119,226,4345,22370,26715,44,316,43649,15727,,,86091,622565,368046
Marche,111,16,127,1705,1832,-142,12,3867,990,,,6689,91885,58667
Molise,8,2,10,184,194,-4,1,207,22,,,423,12253,11819
P.A. Bolzano,50,5,55,195,250,-22,0,2046,291,,,2587,57104,25999
P.A. Trento,40,6,46,20,66,-60,10,3857,455,,,4378,73849,42954
Piemonte,1479,83,1562,7148,8710,-441,105,17538,3742,,,29990,271286,179877
Puglia,236,20,256,1583,1839,-63,6,2096,478,,,4413,97589,67562
Sardegna,64,12,76,242,318,-13,1,911,127,,,1356,46795,40461
Sicilia,107,11,118,1404,1522,-1,6,1627,268,,,3417,127348,112329
Toscana,169,41,210,1667,1877,-240,18,7119,1004,,,10000,218615,157388
Umbria,17,2,19,42,61,-5,2,1294,74,,,1429,60471,42720
Valle d'Aosta,26,1,27,16,43,-3,1,990,143,,,1176,13261,10380
Veneto,237,15,252,3034,3286,-246,8,13911,1841,,,19038,548573,290682
