denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,49,3,52,352,404,-3,1,2418,459,,,3281,97625,65606
Basilicata,0,1,1,7,8,0,0,366,27,,,401,36975,36185
Calabria,18,0,18,12,30,-4,3,1040,97,,,1167,87292,85241
Campania,48,1,49,76,125,0,0,4059,431,,,4615,263560,126398
Emilia-Romagna,140,11,151,1056,1207,-12,28,22761,4230,,,28198,449616,266062
Friuli Venezia Giulia,16,1,17,66,83,-2,1,2877,344,,,3304,171947,99462
Lazio,247,39,286,701,987,-1,14,6195,827,,,8009,316109,257265
Liguria,61,3,64,186,250,1,10,8125,1545,,,9920,135379,73012
Lombardia,1401,54,1455,12456,13911,-134,165,62372,16557,,,92840,949134,565933
Marche,13,0,13,526,539,-21,0,5235,994,,,6768,127450,76777
Molise,2,0,2,51,53,0,0,365,23,,,441,20441,19445
P.A. Bolzano,3,1,4,72,76,1,0,2250,292,,,2618,79333,38276
P.A. Trento,1,0,1,50,51,-5,0,3941,466,,,4458,110268,57678
Piemonte,358,17,375,1713,2088,-90,27,25082,4045,,,31215,387713,244951
Puglia,32,1,33,187,220,-35,5,3765,540,,,4525,160662,105780
Sardegna,9,0,9,19,28,-2,1,1209,132,,,1369,75217,63646
Sicilia,21,5,26,114,140,-10,0,2650,280,,,3070,189938,157946
Toscana,19,12,31,383,414,-9,2,8698,1095,,,10207,309250,215914
Umbria,5,2,7,10,17,0,0,1343,78,,,1438,87789,60857
Valle d'Aosta,4,0,4,2,6,2,2,1041,146,,,1193,17297,13234
Veneto,27,1,28,547,575,-7,3,16661,2002,,,19238,870830,387501
