denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,14,1,15,91,106,-3,4,2799,472,3136,241,3377,127417,83816
Basilicata,2,0,2,45,47,0,0,374,28,402,47,449,46818,46028
Calabria,3,1,4,89,93,7,7,1072,97,1159,103,1262,119710,117676
Campania,49,6,55,344,399,-9,16,4157,434,4914,76,4990,329863,169546
Emilia-Romagna,65,4,69,1402,1471,20,35,23874,4289,28339,1295,29634,644350,390738
Friuli Venezia Giulia,9,2,11,111,122,10,13,2924,345,3376,15,3391,249091,124938
Lazio,188,9,197,740,937,-32,18,6829,863,6193,2436,8629,414397,341764
Liguria,21,0,21,175,196,-1,13,8448,1566,8494,1716,10210,187467,100167
Lombardia,151,13,164,5871,6035,-528,88,73305,16802,89655,6487,96142,1291740,775765
Marche,6,0,6,124,130,0,8,5746,987,6863,0,6863,166234,99696
Molise,1,0,1,25,26,0,0,421,23,468,2,470,27535,26384
P.A. Bolzano,6,1,7,85,92,6,6,2318,292,2702,0,2702,104108,53491
P.A. Trento,0,0,0,101,101,3,3,4467,405,3394,1579,4973,151105,72141
Piemonte,124,5,129,661,790,-11,10,26728,4128,25317,6329,31646,496601,304335
Puglia,17,0,17,77,94,2,3,3964,551,1990,2619,4609,238142,163824
Sardegna,3,0,3,20,23,0,0,1237,134,1365,29,1394,105701,89608
Sicilia,33,2,35,224,259,35,39,2730,283,2798,474,3272,274288,216010
Toscana,17,0,17,372,389,9,11,8946,1134,10236,233,10469,421637,279879
Umbria,7,0,7,10,17,0,0,1368,80,1444,21,1465,120199,77819
Valle d'Aosta,1,0,1,11,12,-1,0,1050,146,1090,118,1208,21408,15516
Veneto,31,3,34,857,891,107,112,17039,2073,19385,618,20003,1214358,482840
