denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,156,4,160,1008,1168,-11,1,1659,394,,,3221,65290,44680
Basilicata,14,1,15,26,41,-8,4,330,27,,,398,25511,24841
Calabria,43,1,44,244,288,-14,0,773,96,,,1157,61892,59633
Campania,295,10,305,968,1273,-19,11,3067,404,,,4744,166692,79655
Emilia-Romagna,524,84,608,3962,4570,-160,43,18896,4047,,,27513,287382,179022
Friuli Venezia Giulia,63,1,64,395,459,-26,6,2447,327,,,3233,116689,71043
Lazio,1097,60,1157,2424,3581,-54,18,3350,676,,,7607,230743,185285
Liguria,247,20,267,1467,1734,-174,38,6279,1414,,,9427,91735,52664
Lombardia,4026,199,4225,21405,25630,-303,441,45355,15840,,,86825,658784,389648
Marche,100,15,115,1598,1713,-55,4,3995,993,,,6701,94657,60232
Molise,8,2,10,179,189,5,5,220,22,,,431,13017,12552
P.A. Bolzano,35,5,40,174,214,-10,0,2085,291,,,2590,59671,27549
P.A. Trento,28,4,32,533,565,-42,7,3374,456,,,4395,78185,45304
Piemonte,1291,76,1367,6658,8025,-427,60,18341,3771,,,30137,281897,185963
Puglia,215,17,232,1573,1805,-33,8,2157,486,,,4448,101738,68485
Sardegna,58,6,64,223,287,-19,0,940,129,,,1356,49675,42790
Sicilia,95,9,104,1408,1512,-7,0,1640,269,,,3421,131913,116517
Toscana,157,40,197,1569,1766,-20,12,7270,1011,,,10047,226046,162433
Umbria,15,2,17,39,56,-3,1,1300,74,,,1430,63009,44473
Valle d'Aosta,23,2,25,10,35,-8,0,999,143,,,1177,13828,10858
Veneto,205,14,219,2622,2841,-182,10,14363,1865,,,19069,572834,300799
