denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,89,4,93,539,632,-21,0,2215,418,,,3265,83715,57165
Basilicata,0,0,0,13,13,-1,0,359,27,,,399,32720,31930
Calabria,18,0,18,59,77,-14,0,985,97,,,1159,76501,74439
Campania,82,6,88,629,717,-8,2,3685,426,,,4828,219033,109534
Emilia-Romagna,239,31,270,2012,2282,-46,20,21467,4179,,,27928,360962,215416
Friuli Venezia Giulia,22,3,25,119,144,-7,1,2800,340,,,3284,148030,85834
Lazio,466,49,515,2100,2615,-75,16,4450,763,,,7828,275885,222963
Liguria,125,5,130,118,248,5,14,8073,1505,,,9826,117410,64349
Lombardia,2708,107,2815,16504,19319,-101,194,54768,16302,,,90389,826465,489775
Marche,41,2,43,1032,1075,-84,2,4681,991,,,6747,114310,69736
Molise,0,2,2,117,119,-1,0,294,23,,,436,16966,16224
P.A. Bolzano,7,2,9,88,97,0,1,2215,292,,,2604,72257,34307
P.A. Trento,7,1,8,73,81,-1,1,3891,464,,,4436,95825,51453
Piemonte,633,36,669,3197,3866,-96,14,23049,3954,,,30869,344924,222000
Puglia,94,4,98,600,698,-35,1,3289,525,,,4512,133164,88228
Sardegna,9,1,10,46,56,-3,0,1175,131,,,1362,63510,54051
Sicilia,40,7,47,806,853,-9,1,2321,278,,,3452,165693,140109
Toscana,50,20,70,651,721,-29,9,8349,1074,,,10144,273706,193737
Umbria,10,2,12,17,29,0,0,1327,76,,,1432,76413,54486
Valle d'Aosta,7,0,7,1,8,-1,0,1039,144,,,1191,15910,12385
Veneto,82,1,83,997,1080,-5,4,16152,1955,,,19187,750248,355368
