denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,16,1,17,99,116,1,2,2801,472,3138,251,3389,130753,85639
Basilicata,2,0,2,49,51,1,1,374,28,402,51,453,47430,46640
Calabria,5,1,6,92,98,1,1,1075,97,1159,111,1270,122362,120328
Campania,35,3,38,363,401,4,7,4180,435,4940,76,5016,337192,174273
Emilia-Romagna,68,4,72,1468,1540,30,49,23943,4291,28392,1382,29774,673244,407452
Friuli Venezia Giulia,9,3,12,125,137,8,10,2929,345,3382,29,3411,255780,126943
Lazio,176,9,185,779,964,14,17,6855,863,6203,2479,8682,421864,347749
Liguria,20,0,20,196,216,3,6,8453,1567,8477,1759,10236,192061,102520
Lombardia,153,9,162,5659,5821,-134,38,73676,16815,89676,6636,96312,1316219,791698
Marche,11,0,11,136,147,3,8,5763,987,6897,0,6897,169032,101330
Molise,1,0,1,30,31,2,2,421,23,473,2,475,28138,26987
P.A. Bolzano,7,0,7,100,107,0,3,2329,292,2728,0,2728,107198,55385
P.A. Trento,1,0,1,98,99,0,4,4475,405,3395,1584,4979,155400,73042
Piemonte,95,5,100,710,810,9,15,26759,4129,25209,6489,31698,503678,308574
Puglia,20,0,20,100,120,8,8,3967,552,1994,2645,4639,243309,167514
Sardegna,3,0,3,40,43,4,4,1237,134,1369,45,1414,107416,91373
Sicilia,36,3,39,246,285,4,7,2737,283,2822,483,3305,280835,220126
Toscana,15,0,15,382,397,5,9,8966,1135,10263,235,10498,430576,285083
Umbria,7,0,7,19,26,2,2,1368,80,1451,23,1474,122404,78969
Valle d'Aosta,1,0,1,12,13,1,1,1050,146,1074,135,1209,21699,15680
Veneto,27,4,31,1003,1034,33,45,17102,2075,19433,778,20211,1250175,490763
