denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,305,53,358,1277,1635,69,83,181,198,,,2014,18088,
Basilicata,59,15,74,205,279,4,5,14,15,,,308,3696,
Calabria,168,14,182,604,786,21,27,50,65,,,901,16637,
Campania,600,90,690,2273,2963,90,98,248,231,,,3442,31745,
Emilia-Romagna,3596,349,3945,9405,13350,92,451,3381,2397,,,19128,85884,
Friuli Venezia Giulia,167,33,200,1198,1398,8,50,772,179,,,2349,28097,
Lazio,1236,201,1437,2196,3633,101,154,687,263,,,4583,61769,
Liguria,1076,151,1227,2074,3301,48,171,1181,709,,,5191,19514,
Lombardia,11877,1202,13079,16451,29530,456,1246,16280,10238,,,56048,186325,
Marche,925,127,1052,2264,3316,-85,129,1086,682,,,5084,18970,
Molise,28,4,32,161,193,4,9,37,13,,,243,2069,
P.A. Bolzano,258,58,316,1001,1317,2,52,447,191,,,1955,20866,
P.A. Trento,335,70,405,1589,1994,16,108,547,275,,,2816,14981,
Piemonte,3497,394,3891,7685,11576,240,490,1904,1532,,,15012,57457,
Puglia,631,80,711,1625,2336,35,93,235,238,,,2809,27812,
Sardegna,107,26,133,743,876,0,37,118,69,,,1063,9444,
Sicilia,568,62,630,1337,1967,25,70,187,148,,,2302,31156,
Toscana,1011,256,1267,4555,5822,119,175,451,454,,,6727,72001,
Umbria,146,39,185,567,752,-40,4,498,52,,,1302,16325,
Valle d'Aosta,131,16,147,455,602,-7,11,170,107,,,879,3328,
Veneto,1521,257,1778,8869,10647,198,488,1981,793,,,13421,180700,
