denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,8,1,9,100,109,-7,0,2763,470,3117,225,3342,120967,79901
Basilicata,2,0,2,41,43,36,36,373,28,402,42,444,44793,44008
Calabria,3,0,3,72,75,4,4,1071,97,1159,84,1243,112649,110615
Campania,29,1,30,285,315,18,19,4109,434,4794,64,4858,316191,159338
Emilia-Romagna,81,7,88,1237,1325,28,57,23689,4281,28212,1083,29295,591704,352794
Friuli Venezia Giulia,8,0,8,90,98,-1,2,2917,345,3347,13,3360,232099,119547
Lazio,174,9,183,706,889,8,16,6728,855,6131,2341,8472,394124,324963
Liguria,31,0,31,164,195,5,7,8364,1565,8480,1644,10124,175351,93807
Lombardia,149,17,166,6809,6975,-35,51,71860,16798,89400,6233,95633,1217829,733150
Marche,2,1,3,137,140,-4,1,5687,987,6814,0,6814,158397,95198
Molise,1,0,1,10,11,3,4,416,23,444,6,450,26026,24883
P.A. Bolzano,6,0,6,90,96,-3,0,2297,292,2685,0,2685,97639,49628
P.A. Trento,2,0,2,39,41,19,20,4465,405,3389,1522,4911,142945,69570
Piemonte,146,6,152,637,789,-24,13,26646,4123,25673,5885,31558,475380,292191
Puglia,11,0,11,45,56,-4,0,3952,548,2032,2524,4556,221331,151624
Sardegna,7,0,7,5,12,0,1,1234,134,1363,17,1380,100140,84889
Sicilia,10,3,13,148,161,4,7,2709,283,2758,395,3153,255152,203459
Toscana,12,1,13,319,332,6,6,8927,1131,10162,228,10390,398693,266008
Umbria,6,0,6,10,16,2,2,1365,80,1441,20,1461,114155,74634
Valle d'Aosta,1,0,1,0,1,0,0,1049,146,1079,117,1196,20539,15112
Veneto,35,2,37,606,643,19,36,17007,2057,19338,369,19707,1138626,462452
