denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,315,54,369,1355,1724,89,106,190,206,,,2120,19441,
Basilicata,60,12,72,209,281,2,4,14,17,,,312,4050,
Calabria,169,15,184,608,792,6,14,57,66,,,915,17493,
Campania,582,85,667,2335,3002,39,75,277,238,,,3517,33781,
Emilia-Romagna,3530,341,3871,9624,13495,145,507,3659,2481,,,19635,91759,
Friuli Venezia Giulia,172,28,200,1182,1382,-16,44,826,185,,,2393,29685,
Lazio,1264,203,1467,2263,3730,97,140,720,273,,,4723,65241,
Liguria,1003,146,1149,2184,3333,32,185,1309,734,,,5376,20888,
Lombardia,12026,1174,13200,17058,30258,728,1544,16823,10511,,,57592,196302,
Marche,960,118,1078,2153,3231,-85,127,1291,689,,,5211,20060,
Molise,28,4,32,161,193,0,3,39,14,,,246,2201,
P.A. Bolzano,246,56,302,967,1269,-48,2,488,200,,,1957,22186,
P.A. Trento,335,62,397,1667,2064,70,154,622,284,,,2970,16646,
Piemonte,3435,384,3819,8351,12170,594,996,2205,1633,,,16008,62577,
Puglia,627,73,700,1702,2402,66,95,249,253,,,2904,29463,
Sardegna,113,24,137,751,888,12,28,130,73,,,1091,10120,
Sicilia,562,58,620,1381,2001,34,62,209,154,,,2364,33787,
Toscana,997,237,1234,4758,5992,170,231,499,467,,,6958,75756,
Umbria,137,39,176,547,723,-29,7,534,52,,,1309,17661,
Valle d'Aosta,118,17,135,455,590,-12,23,205,107,,,902,3464,
Veneto,1465,251,1716,9033,10749,102,347,2188,831,,,13768,190912,
