denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,49,3,52,342,394,-9,1,2428,460,,,3282,98872,66466
Basilicata,1,0,1,7,8,0,0,366,27,,,401,37370,36590
Calabria,15,0,15,18,33,-3,1,1044,97,,,1174,88372,86321
Campania,40,0,40,93,133,7,7,4060,431,,,4624,266472,127669
Emilia-Romagna,129,12,141,1013,1154,-18,22,22854,4235,,,28243,455992,271706
Friuli Venezia Giulia,15,0,15,57,72,-6,0,2889,344,,,3305,175706,101622
Lazio,201,23,224,721,945,-46,8,6250,830,,,8025,319581,260369
Liguria,58,1,59,191,250,2,8,8133,1552,,,9935,137579,73979
Lombardia,1047,51,1098,12540,13638,-205,143,62900,16573,,,93111,964735,575981
Marche,13,0,13,492,505,-22,3,5275,994,,,6774,129281,78060
Molise,3,0,3,40,43,3,3,378,23,,,444,20752,19740
P.A. Bolzano,4,1,5,84,89,14,11,2252,292,,,2633,80085,38636
P.A. Trento,0,0,0,53,53,0,1,3945,466,,,4464,112483,58794
Piemonte,346,19,365,1605,1970,-43,7,25223,4055,,,31248,391668,246563
Puglia,33,0,33,185,218,-4,0,3769,540,,,4527,162940,107702
Sardegna,9,0,9,19,28,0,0,1209,132,,,1369,76379,64582
Sicilia,20,6,26,115,141,0,0,2651,280,,,3072,192138,159796
Toscana,18,9,27,333,360,-5,1,8752,1099,,,10211,313455,218271
Umbria,4,1,5,8,13,-2,0,1347,78,,,1438,88714,61375
Valle d'Aosta,4,0,4,1,5,0,0,1042,146,,,1193,18239,13294
Veneto,29,1,30,555,585,2,2,16659,2003,,,19247,882529,390386
