denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,321,41,362,1609,1971,29,44,263,253,,,2487,27016,
Basilicata,60,8,68,194,262,-4,2,54,23,,,339,6056,
Calabria,152,7,159,673,832,13,20,106,73,,,1011,22794,
Campania,605,76,681,2364,3045,18,37,643,300,,,3988,46294,
Emilia-Romagna,3234,296,3530,10054,13584,-1,350,5635,2965,,,22184,121220,
Friuli Venezia Giulia,141,27,168,1235,1403,-25,56,1106,222,,,2731,43293,
Lazio,1376,186,1562,2720,4282,68,144,1046,340,,,5668,89553,
Liguria,901,105,1006,2406,3412,-47,113,1992,897,,,6301,29322,
Lombardia,10042,947,10989,23206,34195,761,1246,19136,12050,,,65381,255331,
Marche,804,88,892,2280,3172,15,53,1754,795,,,5721,39909,
Molise,27,4,31,178,209,1,0,44,16,,,269,3082,
P.A. Bolzano,179,28,207,1349,1556,-26,29,530,239,,,2325,28888,
P.A. Trento,276,42,318,1667,1985,-5,55,1098,348,,,3431,23147,
Piemonte,3271,323,3594,10629,14223,225,661,3989,2252,,,20464,91844,
Puglia,594,60,654,2040,2694,38,82,401,314,,,3409,40423,
Sardegna,112,23,135,746,881,9,20,231,86,,,1198,14087,
Sicilia,526,42,568,1603,2171,32,47,305,196,,,2672,47715,
Toscana,883,198,1081,5389,6470,-113,127,1149,618,,,8237,99903,
Umbria,109,32,141,290,431,-63,7,856,57,,,1344,24106,
Valle d'Aosta,107,10,117,432,549,58,80,400,124,,,1073,4521,
Veneto,1287,190,1477,8967,10444,-174,318,4189,1059,,,15692,247329,
