denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,27,0,27,129,156,-4,6,2678,464,3104,194,3298,108363,71976
Basilicata,0,0,0,4,4,2,2,373,27,401,3,404,40333,39553
Calabria,4,0,4,21,25,0,1,1060,97,1159,23,1182,97852,95818
Campania,35,0,35,162,197,7,10,4083,432,4682,30,4712,289253,142219
Emilia-Romagna,87,9,96,915,1011,8,27,23284,4267,27990,572,28562,508691,304202
Friuli Venezia Giulia,6,0,6,62,68,6,4,2905,345,3315,3,3318,196975,108444
Lazio,188,11,199,627,826,-5,11,6475,840,6008,2133,8141,346239,283710
Liguria,40,3,43,240,283,2,3,8146,1558,8723,1264,9987,151324,80887
Lombardia,241,41,282,9395,9677,-150,115,67871,16675,88834,5389,94223,1064173,636860
Marche,6,0,6,221,227,-11,0,5575,987,6789,0,6789,140965,85256
Molise,0,0,0,21,21,0,0,401,23,444,1,445,23262,22167
P.A. Bolzano,3,0,3,80,83,-1,0,2267,292,2642,0,2642,85938,42017
P.A. Trento,2,0,2,44,46,0,6,4420,405,3380,1491,4871,125206,64218
Piemonte,235,10,245,1030,1275,-24,16,26019,4100,26872,4522,31394,425052,264608
Puglia,21,0,21,88,109,0,3,3879,545,2152,2381,4533,184749,123414
Sardegna,6,0,6,8,14,1,1,1222,133,1360,9,1369,86534,72993
Sicilia,16,2,18,117,135,1,1,2674,282,2749,342,3091,217147,176956
Toscana,13,3,16,307,323,-1,9,8832,1112,10049,218,10267,347127,234084
Umbria,4,0,4,6,10,-1,2,1356,80,1432,14,1446,98488,66783
Valle d'Aosta,3,0,3,1,4,1,1,1046,146,1082,114,1196,18576,13966
Veneto,19,0,19,371,390,-7,5,16901,2023,19263,51,19314,992568,417996
