denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,142,3,145,764,909,-137,3,1921,400,,,3230,68733,46960
Basilicata,8,0,8,28,36,0,0,336,27,,,399,27197,26807
Calabria,41,1,42,196,238,-26,0,823,96,,,1157,64514,62255
Campania,286,5,291,893,1184,-29,12,3178,405,,,4767,179845,85780
Emilia-Romagna,493,80,573,3573,4146,-213,24,19389,4076,,,27611,297854,185125
Friuli Venezia Giulia,59,1,60,315,375,-11,11,2547,329,,,3251,121412,73911
Lazio,1083,59,1142,2396,3538,-16,18,3430,693,,,7661,238967,192591
Liguria,223,19,242,1196,1438,-118,53,6681,1431,,,9550,96678,54918
Lombardia,3622,183,3805,20672,24477,-738,159,47044,15896,,,87417,685058,405650
Marche,94,13,107,1468,1575,-87,2,4147,996,,,6718,97285,61923
Molise,5,2,7,167,174,-3,0,236,22,,,432,13452,12940
P.A. Bolzano,28,5,33,146,179,-5,0,2123,291,,,2593,61464,28401
P.A. Trento,24,3,27,486,513,-4,10,3441,461,,,4415,81149,45926
Piemonte,1162,70,1232,5709,6941,-555,86,19561,3812,,,30314,293473,193954
Puglia,172,17,189,1350,1539,-139,2,2436,494,,,4469,106873,73226
Sardegna,41,2,43,181,224,-7,0,1000,130,,,1354,51968,44663
Sicilia,83,10,93,1337,1430,-3,3,1729,271,,,3430,137682,120206
Toscana,145,34,179,1343,1522,-114,3,7527,1021,,,10070,234796,168150
Umbria,12,2,14,28,42,-4,1,1314,75,,,1431,65013,46044
Valle d'Aosta,17,1,18,13,31,-2,2,1007,143,,,1181,14262,11190
Veneto,177,11,188,2243,2431,-147,8,14788,1886,,,19105,602252,312632
