denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,170,13,183,2330,2513,219,221,3187,494,5175,1019,6194,244761,153850
Basilicata,43,0,43,637,680,42,48,555,39,444,830,1274,88624,87784
Calabria,61,5,66,1006,1072,78,78,1585,104,1159,1602,2761,238747,236641
Campania,849,78,927,15938,16865,1175,1376,8453,501,23716,2103,25819,766187,519783
Emilia-Romagna,439,67,506,8657,9163,514,526,27181,4515,34047,6812,40859,1375298,760075
Friuli Venezia Giulia,56,14,70,2011,2081,142,155,3973,361,5927,488,6415,477102,209531
Lazio,1085,99,1184,13196,14380,1143,1198,9584,1024,10930,14058,24988,1146334,941774
Liguria,402,39,441,3318,3759,201,370,12720,1636,12740,5375,18115,376443,198617
Lombardia,1065,110,1175,22119,23294,1669,2975,86397,17078,108092,18677,126769,2502284,1565233
Marche,88,13,101,1944,2045,183,204,6418,995,9458,0,9458,283447,166250
Molise,12,0,12,343,355,25,27,575,26,911,45,956,54367,51313
P.A. Bolzano,67,7,74,1533,1607,163,171,2919,293,4819,0,4819,203735,105500
P.A. Trento,38,0,38,763,801,30,48,5627,417,3983,2862,6845,261234,108040
Piemonte,780,55,835,8998,9833,953,1123,29959,4198,25943,18047,43990,859206,505300
Puglia,377,36,413,4820,5233,253,301,5517,635,3113,8272,11385,488758,344122
Sardegna,208,29,237,3159,3396,208,230,2526,174,2557,3539,6096,228705,193627
Sicilia,493,70,563,6227,6790,509,548,5137,365,7835,4457,12292,595469,426503
Toscana,385,55,440,9546,9986,739,906,11622,1194,17869,4933,22802,917245,617111
Umbria,115,14,129,2302,2431,301,327,2219,92,2062,2680,4742,253302,149410
Valle d'Aosta,20,2,22,506,528,70,73,1137,146,1631,180,1811,33399,22840
Veneto,378,44,422,9003,9425,685,800,24170,2256,22849,13002,35851,2145935,836440
