denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,26,0,26,122,148,1,3,2709,464,3112,209,3321,113388,75231
Basilicata,3,0,3,2,5,0,0,373,27,401,4,405,41973,41193
Calabria,4,0,4,23,27,-1,1,1062,97,1159,27,1186,103582,101548
Campania,44,0,44,193,237,5,7,4093,432,4701,61,4762,299725,148627
Emilia-Romagna,96,10,106,1007,1113,47,53,23440,4269,28050,772,28822,540614,322910
Friuli Venezia Giulia,2,0,2,76,78,3,1,2910,345,3327,6,3333,209161,112349
Lazio,197,13,210,691,901,12,23,6530,844,6063,2212,8275,362312,297217
Liguria,25,1,26,238,264,-14,15,8203,1558,8483,1542,10025,160464,85633
Lombardia,190,27,217,8124,8341,-16,135,69828,16736,89120,5785,94905,1126332,675013
Marche,4,0,4,164,168,-5,1,5644,987,6799,0,6799,147083,88956
Molise,0,0,0,15,15,0,0,407,23,444,1,445,24295,23177
P.A. Bolzano,6,0,6,80,86,2,5,2280,292,2658,0,2658,89711,44223
P.A. Trento,1,0,1,26,27,-6,3,4447,405,3380,1499,4879,131980,66521
Piemonte,193,9,202,873,1075,-49,10,26300,4110,26303,5182,31485,444443,275135
Puglia,13,0,13,59,72,-2,4,3922,546,2084,2456,4540,198088,134139
Sardegna,3,0,3,7,10,0,1,1228,134,1360,12,1372,91395,77452
Sicilia,6,0,6,118,124,-4,0,2691,283,2749,349,3098,231767,187482
Toscana,9,2,11,319,330,-7,2,8865,1121,10095,221,10316,366018,245794
Umbria,4,0,4,4,8,1,1,1360,80,1434,14,1448,104428,69774
Valle d'Aosta,4,0,4,1,5,0,0,1045,146,1079,117,1196,19327,14342
Veneto,14,3,17,377,394,2,11,16936,2039,19278,91,19369,1048535,433661
