denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,32,1,33,280,313,24,24,2843,472,3237,391,3628,146579,95034
Basilicata,0,0,0,66,66,3,3,403,28,402,95,497,52817,52027
Calabria,11,1,12,146,158,5,11,1135,97,1159,231,1390,143728,141694
Campania,55,1,56,736,792,57,61,4352,440,5455,129,5584,379352,204634
Emilia-Romagna,75,8,83,1842,1925,64,80,24408,4455,28821,1967,30788,820652,483710
Friuli Venezia Giulia,9,2,11,261,272,29,33,2996,348,3530,86,3616,302592,143300
Lazio,265,6,271,1599,1870,204,215,7020,873,6435,3328,9763,488274,397550
Liguria,18,1,19,356,375,10,34,8671,1571,8668,1949,10617,221618,119030
Lombardia,148,14,162,5414,5576,82,185,75649,16852,90802,7275,98077,1469893,880198
Marche,11,1,12,230,242,10,10,5876,987,7105,0,7105,192099,114764
Molise,1,0,1,56,57,1,1,430,23,499,11,510,31086,29986
P.A. Bolzano,8,1,9,137,146,5,19,2418,292,2856,0,2856,128853,68151
P.A. Trento,3,1,4,36,40,-1,9,4580,405,3406,1619,5025,177685,79771
Piemonte,80,4,84,947,1031,30,41,27127,4143,24599,7702,32301,555594,338684
Puglia,62,4,66,370,436,17,22,4001,555,1887,3105,4992,281824,196707
Sardegna,14,0,14,243,257,44,44,1262,134,1472,181,1653,123056,104014
Sicilia,45,8,53,821,874,46,48,2807,286,3049,918,3967,324201,249033
Toscana,30,6,36,892,928,50,53,9049,1139,10520,596,11116,492579,323792
Umbria,12,1,13,129,142,18,18,1398,80,1494,126,1620,140785,88187
Valle d'Aosta,1,0,1,10,11,0,0,1064,146,1103,118,1221,23907,16988
Veneto,44,4,48,1944,1992,127,160,17714,2104,19821,1989,21810,1443092,565251
