denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,3,0,3,2,5,3,3,0,0,,,5,52,
Basilicata,0,0,0,0,0,0,0,0,0,,,0,39,
Calabria,0,0,0,1,1,0,0,0,0,,,1,35,
Campania,4,0,4,13,17,4,4,0,0,,,17,373,
Emilia-Romagna,127,13,140,137,277,64,68,0,8,,,285,1795,
Friuli Venezia Giulia,0,0,0,6,6,6,6,0,0,,,6,243,
Lazio,3,0,3,0,3,0,0,3,0,,,6,724,
Liguria,12,1,13,8,21,-17,-17,4,0,,,25,121,
Lombardia,406,106,512,375,887,335,369,73,24,,,984,6879,
Marche,12,5,17,8,25,14,14,0,0,,,25,101,
Molise,0,0,0,0,0,0,0,0,0,,,0,6,
P.A. Bolzano,1,0,1,0,1,0,0,0,0,,,1,20,
P.A. Trento,0,0,0,0,0,0,0,0,0,,,0,122,
Piemonte,11,2,13,36,49,38,38,0,0,,,49,362,
Puglia,1,0,1,2,3,0,0,0,0,,,3,262,
Sardegna,0,0,0,0,0,0,0,0,0,,,0,29,
Sicilia,1,0,1,6,7,5,5,2,0,,,9,291,
Toscana,7,0,7,5,12,2,2,1,0,,,13,572,
Umbria,0,0,0,2,2,2,2,0,0,,,2,35,
Valle d'Aosta,0,0,0,0,0,0,0,0,0,,,0,10,
Veneto,51,13,64,197,261,72,72,0,2,,,263,9056,
