denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,327,28,355,1724,2079,-21,18,438,286,,,2803,32397,25397
Basilicata,59,7,66,163,229,0,4,107,24,,,360,9026,9026
Calabria,123,7,130,691,821,-2,10,178,80,,,1079,28764,26811
Campania,524,44,568,2375,2943,-35,44,1003,336,,,4282,61331,40053
Emilia-Romagna,2807,264,3071,9438,12509,-336,247,8158,3303,,,23970,151505,102495
Friuli Venezia Giulia,136,16,152,1168,1320,185,24,1304,258,,,2882,55502,35547
Lazio,1396,184,1580,2912,4492,6,78,1256,384,,,6132,114317,86545
Liguria,760,87,847,2590,3437,-29,124,2660,1076,,,7173,39563,26040
Lombardia,8791,756,9547,24821,34368,495,1091,23782,13106,,,71256,314298,196406
Marche,705,61,766,2507,3273,43,76,1890,865,,,6028,49163,33113
Molise,19,1,20,180,200,2,3,67,20,,,287,4805,4718
P.A. Bolzano,148,16,164,929,1093,-401,21,1100,263,,,2456,35062,17024
P.A. Trento,224,28,252,1575,1827,-44,49,1560,389,,,3776,29779,19250
Piemonte,2918,257,3175,12216,15391,239,682,5732,2699,,,23822,125300,89392
Puglia,496,51,547,2386,2933,-3,42,565,383,,,3881,52472,51517
Sardegna,95,19,114,690,804,-13,3,351,102,,,1257,19889,18050
Sicilia,461,32,493,1827,2320,19,55,443,218,,,2981,65165,63626
Toscana,738,159,897,5236,6133,-38,97,2002,742,,,8877,121336,96180
Umbria,94,19,113,209,322,-33,1,979,62,,,1363,30524,20733
Valle d'Aosta,88,7,95,259,354,-109,4,617,129,,,1100,5262,4454
Veneto,1159,130,1289,8390,9679,-246,348,6306,1244,,,17229,296896,181473
