denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,188,6,194,1195,1389,-24,4,1419,389,,,3197,58945,41162
Basilicata,26,1,27,57,84,-9,1,282,27,,,393,23347,22767
Calabria,50,2,52,330,382,-19,2,676,95,,,1153,57310,55270
Campania,330,17,347,1171,1518,-155,12,2790,399,,,4707,147225,69264
Emilia-Romagna,670,99,769,4561,5330,-195,47,17987,3997,,,27314,268200,168367
Friuli Venezia Giulia,76,2,78,522,600,-21,5,2283,320,,,3203,105656,65476
Lazio,1124,74,1198,2588,3786,-40,20,3079,640,,,7505,213877,171353
Liguria,338,22,360,1904,2264,-75,66,5617,1376,,,9257,83593,49038
Lombardia,4426,244,4670,22621,27291,218,462,42593,15597,,,85481,596355,353579
Marche,144,17,161,1967,2128,-187,-3,3561,986,,,6675,89985,56668
Molise,9,2,11,201,212,-5,0,188,22,,,422,11592,11354
P.A. Bolzano,46,6,52,256,308,1,5,1988,291,,,2587,55526,25263
P.A. Trento,42,8,50,154,204,-44,7,3699,455,,,4358,70691,42125
Piemonte,1579,96,1675,7960,9635,-239,108,16413,3679,,,29727,258489,173201
Puglia,247,22,269,1672,1941,-54,10,1982,473,,,4396,93834,64779
Sardegna,71,9,80,261,341,-39,1,887,126,,,1354,44413,38503
Sicilia,125,12,137,1387,1524,-15,8,1611,268,,,3403,122040,109195
Toscana,190,56,246,2077,2323,-250,7,6653,992,,,9968,209161,151093
Umbria,25,2,27,39,66,-11,3,1287,74,,,1427,57822,40651
Valle d'Aosta,26,1,27,22,49,-11,1,983,143,,,1175,12663,9862
Veneto,259,18,277,3477,3754,-250,47,13423,1820,,,18997,523800,280629
