denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,31,1,32,300,332,19,21,2844,472,3250,398,3648,147963,95928
Basilicata,1,0,1,70,71,5,5,403,28,402,100,502,52822,52032
Calabria,11,1,12,154,166,8,8,1135,97,1159,239,1398,144912,142878
Campania,61,2,63,862,925,133,138,4356,441,5574,148,5722,383487,208401
Emilia-Romagna,77,8,85,1949,2034,109,127,24425,4456,28880,2035,30915,827082,488330
Friuli Venezia Giulia,10,2,12,279,291,19,24,3001,348,3552,88,3640,305157,144651
Lazio,286,6,292,1735,2027,157,184,7046,874,6468,3479,9947,496648,404727
Liguria,18,1,19,379,398,23,28,8676,1571,8670,1975,10645,223155,119961
Lombardia,148,14,162,5620,5782,206,239,75678,16856,90944,7372,98316,1483556,890586
Marche,12,1,13,232,245,3,5,5878,987,7110,0,7110,193716,115806
Molise,1,0,1,57,58,1,1,430,23,500,11,511,31245,30064
P.A. Bolzano,8,1,9,148,157,11,13,2420,292,2869,0,2869,129908,68769
P.A. Trento,3,1,4,39,43,3,3,4580,405,3408,1620,5028,178747,80296
Piemonte,78,5,83,978,1061,30,42,27139,4143,24571,7772,32343,558919,341447
Puglia,68,4,72,395,467,31,33,4003,555,1902,3123,5025,283415,198019
Sardegna,18,0,18,320,338,81,81,1262,134,1515,219,1734,124137,104930
Sicilia,50,10,60,843,903,29,35,2813,286,3060,942,4002,326347,250646
Toscana,35,7,42,938,980,52,59,9056,1139,10537,638,11175,496708,326623
Umbria,11,1,12,148,160,18,19,1399,80,1499,140,1639,141947,88882
Valle d'Aosta,1,0,1,10,11,0,0,1064,146,1103,118,1221,24082,17117
Veneto,43,4,47,1942,1989,-3,145,17862,2104,19837,2118,21955,1453684,569875
