denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,324,42,366,1484,1850,40,72,253,243,,,2346,23786,
Basilicata,60,9,69,204,273,12,16,41,22,,,336,5349,
Calabria,157,9,166,681,847,28,38,90,72,,,1009,20642,
Campania,618,76,694,2424,3118,31,80,483,286,,,3887,41296,
Emilia-Romagna,3360,316,3676,9987,13663,86,457,4980,2843,,,21486,112105,
Friuli Venezia Giulia,159,26,185,1145,1330,-64,72,1069,217,,,2616,35766,
Lazio,1347,197,1544,2600,4144,97,148,920,316,,,5380,81993,
Liguria,957,103,1060,2377,3437,-27,103,1774,828,,,6039,26945,
Lombardia,11356,1032,12388,20702,33090,169,941,18396,11608,,,63094,232674,
Marche,850,102,952,2172,3124,27,79,1694,764,,,5582,33778,
Molise,25,4,29,174,203,-3,0,44,16,,,263,2967,
P.A. Bolzano,180,34,214,1379,1593,17,43,449,225,,,2267,26416,
P.A. Trento,296,43,339,1748,2087,-17,74,885,322,,,3294,20773,
Piemonte,3418,346,3764,10019,13783,588,879,3231,2094,,,19108,80708,
Puglia,603,58,661,1964,2625,52,74,334,299,,,3258,36158,
Sardegna,109,24,133,732,865,-5,3,214,85,,,1164,12796,
Sicilia,525,48,573,1535,2108,27,44,284,187,,,2579,42405,
Toscana,940,213,1153,5460,6613,196,277,745,585,,,7943,91651,
Umbria,116,33,149,387,536,-46,7,738,55,,,1329,21487,
Valle d'Aosta,105,12,117,401,518,-30,13,331,122,,,971,4159,
Veneto,1388,209,1597,9203,10800,11,366,3209,981,,,14990,224549,
