denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,19,0,19,124,143,-7,0,2719,466,3113,215,3328,115176,76243
Basilicata,3,0,3,2,5,0,0,374,27,401,5,406,42563,41783
Calabria,4,0,4,53,57,0,0,1062,97,1159,57,1216,105315,103281
Campania,16,0,16,237,253,7,7,4094,432,4718,61,4779,303419,151102
Emilia-Romagna,93,9,102,1091,1193,13,18,23496,4269,28096,862,28958,549870,328603
Friuli Venezia Giulia,3,0,3,77,80,1,0,2910,345,3328,7,3335,212714,113993
Lazio,191,11,202,690,892,-21,24,6601,845,6076,2262,8338,370462,304024
Liguria,24,0,24,194,218,-21,1,8255,1559,8466,1566,10032,163409,87165
Lombardia,168,30,198,7813,8011,7,94,70375,16757,89209,5934,95143,1149414,689917
Marche,4,0,4,155,159,-8,0,5658,987,6804,0,6804,149515,90393
Molise,1,0,1,12,13,0,0,410,23,444,2,446,24710,23582
P.A. Bolzano,6,0,6,89,95,7,7,2286,292,2673,0,2673,91340,45433
P.A. Trento,2,0,2,24,26,0,0,4450,405,3381,1500,4881,134529,67232
Piemonte,180,9,189,864,1053,-5,6,26339,4112,26141,5363,31504,450251,278248
Puglia,10,0,10,58,68,-3,0,3926,547,2056,2485,4541,202256,137079
Sardegna,3,0,3,7,10,1,1,1229,134,1360,13,1373,93207,78923
Sicilia,6,0,6,117,123,0,1,2694,283,2749,351,3100,235954,190293
Toscana,7,3,10,325,335,4,4,8869,1122,10105,221,10326,372853,250093
Umbria,4,0,4,4,8,-1,0,1362,80,1434,16,1450,106265,70762
Valle d'Aosta,2,0,2,1,3,0,0,1047,146,1079,117,1196,19599,14554
Veneto,22,3,25,387,412,4,6,16950,2039,19282,119,19401,1069923,440190
