denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,190,48,238,184,422,56,64,10,17,,,449,2695,
Basilicata,8,5,13,39,52,15,15,0,0,,,52,443,
Calabria,71,16,87,114,201,37,38,2,4,,,207,2690,
Campania,130,41,171,531,702,97,97,30,17,,,749,3845,
Emilia-Romagna,2083,267,2350,2739,5089,583,754,239,640,,,5968,20753,
Friuli Venezia Giulia,143,32,175,380,555,33,57,63,38,,,656,4964,
Lazio,537,47,584,328,912,171,185,53,43,,,1008,13889,
Liguria,573,121,694,307,1001,118,162,101,119,,,1221,3794,
Lombardia,7735,1050,8785,6635,15420,1482,2380,4295,2549,,,22264,57174,
Marche,704,138,842,1002,1844,222,244,0,137,,,1981,5170,
Molise,20,6,26,13,39,1,4,6,5,,,50,426,
P.A. Bolzano,99,24,123,407,530,109,112,1,17,,,548,4433,
P.A. Trento,198,34,232,368,600,109,119,29,13,,,642,2656,
Piemonte,1541,280,1821,1423,3244,490,529,8,209,,,3461,9975,
Puglia,191,31,222,329,551,102,103,4,26,,,581,4789,
Sardegna,56,15,71,217,288,84,87,3,2,,,293,1912,
Sicilia,168,42,210,169,379,58,68,25,4,,,408,4468,
Toscana,601,189,790,923,1713,291,311,33,47,,,1793,10405,
Umbria,75,24,99,285,384,56,61,4,7,,,395,2303,
Valle d'Aosta,54,9,63,194,257,48,49,0,7,,,264,814,
Veneto,843,236,1079,2598,3677,508,547,223,131,,,4031,49288,
