denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,32,2,34,337,371,-7,1,2452,461,3113,171,3284,101814,68098
Basilicata,1,0,1,6,7,0,0,367,27,401,0,401,38261,37481
Calabria,10,0,10,18,28,0,0,1050,97,1175,0,1175,91283,89249
Campania,47,0,47,117,164,16,17,4067,431,4661,1,4662,271460,131319
Emilia-Romagna,114,11,125,943,1068,-6,47,23034,4249,27949,402,28351,474450,282325
Friuli Venezia Giulia,12,0,12,41,53,-4,0,2907,345,3305,0,3305,180978,103759
Lazio,181,12,193,669,862,-7,12,6354,835,5969,2082,8051,326651,267089
Liguria,56,1,57,202,259,-2,14,8139,1556,9033,921,9954,141472,75828
Lombardia,622,48,670,11322,11992,-235,170,64831,16608,88676,4755,93431,990652,592797
Marche,10,0,10,450,460,-11,2,5330,991,6778,3,6781,133007,80229
Molise,2,0,2,34,36,-7,0,385,23,444,0,444,21492,20460
P.A. Bolzano,3,1,4,83,87,-3,0,2255,292,2634,0,2634,81847,39601
P.A. Trento,1,0,1,51,52,0,3,4398,405,3374,1481,4855,115938,60448
Piemonte,316,15,331,1350,1681,-49,20,25544,4071,27972,3324,31296,402181,252094
Puglia,27,0,27,146,173,-4,1,3814,543,2443,2087,4530,170284,112532
Sardegna,6,0,6,8,14,-1,1,1216,132,1360,2,1362,79422,67025
Sicilia,17,5,22,108,130,-2,2,2666,280,2748,328,3076,199545,163991
Toscana,24,6,30,294,324,-6,2,8799,1101,10107,117,10224,323864,222294
Umbria,3,1,4,6,10,-1,0,1350,79,1428,11,1439,91832,63068
Valle d'Aosta,2,0,2,3,5,-1,0,1043,146,1084,110,1194,17848,13560
Veneto,29,1,30,497,527,-22,4,16724,2006,19251,6,19257,908873,397538
