denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,72,7,79,938,1017,22,30,3108,482,3925,682,4607,209580,133682
Basilicata,30,2,32,371,403,13,14,498,33,429,505,934,76885,76055
Calabria,37,2,39,544,583,8,23,1402,101,1159,927,2086,210446,208340
Campania,463,43,506,7203,7709,309,431,6593,466,13032,1736,14768,632399,412392
Emilia-Romagna,213,11,224,4822,5046,92,167,26556,4487,31396,4693,36089,1219843,686918
Friuli Venezia Giulia,23,5,28,840,868,17,21,3690,353,4519,392,4911,426195,188881
Lazio,764,48,812,7330,8142,209,248,8671,944,8505,9252,17757,937860,778041
Liguria,180,24,204,1703,1907,30,107,10459,1610,9913,4063,13976,325764,174024
Lombardia,305,41,346,9186,9532,171,251,81811,16973,96143,12173,108316,2195207,1370079
Marche,28,6,34,920,954,13,22,6219,992,8165,0,8165,255176,150061
Molise,3,0,3,134,137,-4,2,515,25,635,42,677,45073,43575
P.A. Bolzano,21,0,21,606,627,11,17,2743,292,3662,0,3662,183294,94956
P.A. Trento,17,0,17,633,650,21,49,5168,406,3792,2432,6224,238552,102111
Piemonte,273,15,288,3135,3423,53,129,28721,4168,23944,12368,36312,748061,447344
Puglia,239,14,253,2703,2956,59,83,4762,599,2449,5868,8317,426286,302788
Sardegna,116,19,135,2191,2326,47,88,1835,156,2071,2246,4317,200055,169073
Sicilia,361,28,389,2969,3358,111,128,4130,321,5062,2747,7809,508826,370087
Toscana,112,32,144,3921,4065,103,185,10531,1168,12297,3467,15764,780067,523569
Umbria,42,5,47,659,706,11,19,1903,86,1713,982,2695,213866,127714
Valle d'Aosta,6,1,7,86,93,12,13,1107,146,1209,137,1346,29980,20687
Veneto,182,20,202,4199,4401,166,230,22259,2194,21556,7298,28854,1980931,773489
