denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,71,3,74,412,486,-25,0,2337,456,,,3279,91700,62048
Basilicata,0,1,1,10,11,0,0,363,27,,,401,35233,34443
Calabria,17,1,18,19,37,-7,0,1028,97,,,1162,82392,80330
Campania,58,2,60,229,289,-30,4,3894,430,,,4613,241380,122291
Emilia-Romagna,188,13,201,1299,1500,-137,11,22377,4207,,,28084,410984,244630
Friuli Venezia Giulia,15,1,16,83,99,-4,0,2854,343,,,3296,161945,94567
Lazio,304,37,341,951,1292,-30,3,5855,811,,,7958,299590,243805
Liguria,87,2,89,157,246,3,8,8116,1525,,,9887,127913,69345
Lombardia,2018,94,2112,13864,15976,-13,259,59484,16457,,,91917,899278,534981
Marche,18,0,18,599,617,-9,4,5152,993,,,6762,121620,73564
Molise,0,0,0,70,70,-4,0,346,23,,,439,19125,18214
P.A. Bolzano,8,1,9,85,94,-1,0,2225,292,,,2611,76345,36698
P.A. Trento,5,0,5,61,66,0,1,3917,465,,,4448,104306,55322
Piemonte,517,28,545,2059,2604,-44,2,24445,4012,,,31061,369294,234980
Puglia,56,2,58,352,410,-8,1,3572,534,,,4516,148627,97877
Sardegna,12,0,12,21,33,0,0,1198,132,,,1363,69134,58586
Sicilia,30,4,34,771,805,-32,1,2373,280,,,3458,180327,150982
Toscana,31,16,47,442,489,-10,8,8611,1088,,,10188,293683,207371
Umbria,9,1,10,8,18,-2,0,1341,77,,,1436,82235,58164
Valle d'Aosta,7,0,7,5,12,5,0,1035,144,,,1191,16650,12829
Veneto,38,1,39,716,755,-17,1,16487,1978,,,19220,817064,373057
