denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,0,0,0,0,0,0,0,0,0,,,0,13,
Basilicata,0,0,0,0,0,0,0,0,0,,,0,0,
Calabria,0,0,0,0,0,0,0,0,0,,,0,3,
Campania,0,0,0,0,0,0,0,0,0,,,0,10,
Emilia-Romagna,20,3,23,23,46,20,21,0,1,,,47,577,
Friuli Venezia Giulia,0,0,0,0,0,0,0,0,0,,,0,114,
Lazio,0,0,0,0,0,-2,0,3,0,,,3,124,
Liguria,6,0,6,5,11,10,10,0,0,,,11,66,
Lombardia,79,25,104,145,249,18,18,0,9,,,258,3208,
Marche,1,0,1,0,1,1,1,0,0,,,1,28,
Molise,0,0,0,0,0,0,0,0,0,,,0,0,
P.A. Bolzano,1,0,1,0,1,0,0,0,0,,,1,1,
P.A. Trento,0,0,0,0,0,0,0,0,0,,,0,3,
Piemonte,2,0,2,1,3,0,0,0,0,,,3,156,
Puglia,0,0,0,0,0,0,0,0,0,,,0,0,
Sardegna,0,0,0,0,0,0,0,0,0,,,0,1,
Sicilia,1,0,1,2,3,0,0,0,0,,,3,5,
Toscana,2,0,2,0,2,0,0,0,0,,,2,363,
Umbria,0,0,0,0,0,0,0,0,0,,,0,8,
Valle d'Aosta,0,0,0,0,0,0,0,0,0,,,0,7,
Veneto,16,8,24,45,69,27,28,0,2,,,71,4900,
