denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,109,3,112,592,704,-32,3,2136,415,,,3255,79720,54527
Basilicata,3,0,3,17,20,-3,0,352,27,,,399,31096,30706
Calabria,19,0,19,83,102,-8,0,959,97,,,1158,73072,70813
Campania,160,5,165,665,830,-39,1,3572,420,,,4822,210001,102305
Emilia-Romagna,320,49,369,2319,2688,-151,18,21018,4154,,,27860,341710,204614
Friuli Venezia Giulia,34,2,36,177,213,-20,3,2730,336,,,3279,138942,81854
Lazio,488,51,539,2215,2754,-64,11,4260,750,,,7764,265380,214051
Liguria,149,6,155,239,394,-120,21,7899,1479,,,9772,111587,61688
Lombardia,2954,125,3079,17145,20224,0,84,53101,16201,,,89526,780887,460658
Marche,52,5,57,1246,1303,-7,3,4447,988,,,6738,110077,67429
Molise,0,2,2,123,125,-2,0,288,23,,,436,15261,15261
P.A. Bolzano,7,2,9,103,112,-8,0,2194,292,,,2598,68513,32135
P.A. Trento,14,1,15,192,207,-15,0,3762,464,,,4433,91631,49920
Piemonte,808,43,851,3705,4556,-130,24,22292,3910,,,30758,331241,214551
Puglia,131,9,140,827,967,-69,4,3022,514,,,4503,125049,83870
Sardegna,12,1,13,95,108,-38,0,1118,131,,,1357,59556,50865
Sicilia,57,6,63,816,879,-1,0,2292,276,,,3447,157868,134035
Toscana,65,24,89,794,883,-90,1,8180,1059,,,10122,262762,186632
Umbria,15,2,17,14,31,0,0,1324,76,,,1431,73204,52223
Valle d'Aosta,9,0,9,1,10,-3,0,1034,143,,,1187,15512,12156
Veneto,97,2,99,1220,1319,-68,4,15915,1934,,,19168,706475,344495
