denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,149,3,152,940,1092,-76,5,1736,398,,,3226,66486,45516
Basilicata,13,1,14,25,39,-2,1,333,27,,,399,26111,25431
Calabria,43,1,44,231,275,-13,0,786,96,,,1157,62952,60693
Campania,311,8,319,949,1268,-5,5,3076,405,,,4749,172106,80942
Emilia-Romagna,519,83,602,3855,4457,-113,45,19046,4055,,,27558,291876,182002
Friuli Venezia Giulia,62,1,63,349,412,-47,3,2495,329,,,3236,118852,72104
Lazio,1088,61,1149,2420,3569,-12,20,3374,684,,,7627,233498,187994
Liguria,247,18,265,1359,1624,-110,53,6437,1419,,,9480,93173,53230
Lombardia,4017,197,4214,21400,25614,-16,285,45656,15840,,,87110,670241,396992
Marche,101,13,114,1578,1692,-21,13,4028,994,,,6714,95715,60949
Molise,6,2,8,175,183,-6,1,227,22,,,432,13226,12751
P.A. Bolzano,30,5,35,160,195,-19,3,2107,291,,,2593,60573,27938
P.A. Trento,27,4,31,504,535,-30,9,3412,457,,,4404,79788,45860
Piemonte,1283,75,1358,6345,7703,-322,43,18694,3783,,,30180,285160,188716
Puglia,204,17,221,1572,1793,-12,10,2178,487,,,4458,103570,71032
Sardegna,51,3,54,191,245,-42,0,982,129,,,1356,50796,43661
Sicilia,91,9,100,1353,1453,-59,2,1701,269,,,3423,133249,117242
Toscana,148,38,186,1514,1700,-66,15,7349,1013,,,10062,229135,164469
Umbria,15,2,17,36,53,-3,0,1302,75,,,1430,63717,45131
Valle d'Aosta,23,1,24,8,32,-3,1,1003,143,,,1178,14079,11035
Veneto,185,11,196,2464,2660,-181,17,14557,1869,,,19086,582709,304944
