denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,297,16,313,1598,1911,-4,18,713,324,,,2948,39385,29024
Basilicata,49,4,53,140,193,1,11,160,25,,,378,13269,13269
Calabria,105,3,108,619,727,-13,4,299,86,,,1112,37054,35101
Campania,478,29,507,2246,2753,-20,21,1332,359,,,4444,79940,44975
Emilia-Romagna,2112,197,2309,7175,9484,-79,208,12581,3579,,,25644,188264,125636
Friuli Venezia Giulia,131,6,137,978,1115,-55,16,1632,294,,,3041,71013,45566
Lazio,1372,105,1477,2969,4446,-22,56,1744,482,,,6672,143804,111988
Liguria,666,68,734,2784,3518,-33,133,3424,1184,,,8126,51199,32794
Lombardia,6628,563,7191,29282,36473,262,737,26136,13860,,,76469,390644,236822
Marche,413,44,457,2754,3211,1,28,2153,911,,,6275,61241,40123
Molise,17,1,18,172,190,0,2,89,21,,,300,6463,6450
P.A. Bolzano,112,11,123,634,757,-45,10,1493,278,,,2528,42903,19705
P.A. Trento,146,19,165,1128,1293,-77,16,2416,423,,,4132,37838,22602
Piemonte,2503,181,2684,12878,15562,69,395,8025,3097,,,26684,162568,114786
Puglia,428,39,467,2480,2947,-2,27,731,421,,,4099,64292,62702
Sardegna,84,12,96,648,744,0,18,452,117,,,1313,26242,23442
Sicilia,399,30,429,1742,2171,14,28,786,237,,,3194,82860,77490
Toscana,520,124,644,4729,5373,-211,93,3218,854,,,9445,146456,111349
Umbria,60,13,73,131,204,-29,1,1121,68,,,1393,37762,26285
Valle d'Aosta,72,3,75,17,92,3,5,904,137,,,1133,7769,5818
Veneto,977,110,1087,6692,7779,-368,138,8840,1479,,,18098,362459,212706
