denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,346,54,400,1342,1742,18,40,206,212,,,2160,20594,
Basilicata,61,12,73,204,277,-4,3,20,18,,,315,4355,
Calabria,165,14,179,616,795,3,8,62,66,,,923,18211,
Campania,526,82,608,2449,3057,55,87,305,242,,,3604,35448,
Emilia-Romagna,3491,335,3826,9846,13672,177,463,3862,2564,,,20098,96704,
Friuli Venezia Giulia,160,28,188,1138,1326,-56,38,910,195,,,2431,29988,
Lazio,1268,201,1469,2348,3817,87,122,749,279,,,4845,68954,
Liguria,1032,144,1176,2157,3333,0,118,1412,749,,,5494,21983,
Lombardia,11969,1176,13145,18120,31265,1007,1460,17166,10621,,,59052,205832,
Marche,949,114,1063,2051,3114,-117,92,1489,700,,,5303,21057,
Molise,27,4,31,171,202,9,11,40,15,,,257,2471,
P.A. Bolzano,183,45,228,1287,1515,246,141,378,205,,,2098,23246,
P.A. Trento,322,61,383,1699,2082,18,83,678,293,,,3053,17797,
Piemonte,3429,381,3810,8695,12505,335,652,2426,1729,,,16660,66555,
Puglia,609,71,680,1772,2452,50,85,277,260,,,2989,30973,
Sardegna,109,26,135,768,903,15,22,137,73,,,1113,10663,
Sicilia,552,53,605,1425,2030,29,52,223,163,,,2416,36098,
Toscana,983,238,1221,4941,6162,170,277,578,495,,,7235,78640,
Umbria,129,39,168,519,687,-36,10,580,52,,,1319,18672,
Valle d'Aosta,109,16,125,463,588,-2,19,221,112,,,921,3510,
Veneto,1428,249,1677,9052,10729,-20,309,2492,856,,,14077,198442,
