denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,12,0,12,104,116,-5,2,2758,470,3119,225,3344,120227,79463
Basilicata,2,0,2,5,7,0,0,373,28,402,6,408,44528,43743
Calabria,3,0,3,68,71,0,0,1071,97,1159,80,1239,111600,109566
Campania,33,1,34,263,297,1,6,4108,434,4775,64,4839,314126,158142
Emilia-Romagna,85,6,91,1206,1297,-1,18,23662,4279,28196,1042,29238,583968,349522
Friuli Venezia Giulia,7,0,7,92,99,0,2,2914,345,3346,12,3358,229633,118838
Lazio,175,9,184,697,881,-4,6,6722,853,6128,2328,8456,391123,322181
Liguria,29,0,29,161,190,5,12,8362,1565,8476,1641,10117,173705,92795
Lombardia,151,21,172,6838,7010,-131,34,71775,16797,89382,6200,95582,1212468,728169
Marche,2,1,3,141,144,-2,2,5682,987,6813,0,6813,157262,94527
Molise,1,0,1,7,8,0,0,415,23,444,2,446,25908,24768
P.A. Bolzano,6,0,6,93,99,-1,1,2294,292,2685,0,2685,96840,49079
P.A. Trento,1,0,1,21,22,2,2,4464,405,3388,1503,4891,141824,69272
Piemonte,144,6,150,663,813,-20,8,26609,4123,25744,5801,31545,472296,290411
Puglia,11,0,11,49,60,-19,0,3948,548,2049,2507,4556,218910,149713
Sardegna,7,0,7,5,12,0,0,1233,134,1363,16,1379,99476,84157
Sicilia,10,2,12,145,157,0,2,2706,283,2753,393,3146,252477,201700
Toscana,11,1,12,314,326,2,9,8927,1131,10157,227,10384,395061,263474
Umbria,6,0,6,8,14,2,3,1365,80,1439,20,1459,113086,74180
Valle d'Aosta,1,0,1,0,1,0,0,1049,146,1079,117,1196,20380,15007
Veneto,35,2,37,587,624,15,22,16994,2053,19335,336,19671,1130514,459776
