denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,14,0,14,3,17,6,6,0,0,,,17,163,
Basilicata,2,0,2,2,4,1,1,0,0,,,4,123,
Calabria,5,0,5,4,9,5,5,0,0,,,9,113,
Campania,30,7,37,63,100,39,40,1,0,,,101,980,
Emilia-Romagna,542,75,617,480,1097,160,170,27,56,,,1180,4344,
Friuli Venezia Giulia,7,1,8,45,53,14,15,3,1,,,57,997,
Lazio,47,8,55,26,81,9,11,3,3,,,87,1929,
Liguria,39,11,50,17,67,25,27,5,6,,,78,401,
Lombardia,2217,399,2616,756,3372,630,769,550,267,,,4189,18534,
Marche,110,41,151,114,265,64,65,0,7,,,272,1025,
Molise,4,2,6,8,14,0,0,0,0,,,14,116,
P.A. Bolzano,8,0,8,1,9,0,0,0,0,,,9,36,
P.A. Trento,7,2,9,14,23,9,9,0,0,,,23,228,
Piemonte,245,45,290,65,355,153,153,0,5,,,360,1636,
Puglia,17,3,20,16,36,13,14,1,3,,,40,627,
Sardegna,5,0,5,6,11,6,6,0,0,,,11,149,
Sicilia,18,0,18,33,51,18,18,2,0,,,53,791,
Toscana,91,7,98,67,165,53,53,1,0,,,166,1618,
Umbria,2,2,4,22,26,2,2,0,0,,,26,168,
Valle d'Aosta,1,0,1,8,9,1,1,0,0,,,9,41,
Veneto,146,47,193,430,623,118,127,29,18,,,670,15918,
