denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,1,0,1,0,1,1,1,0,0,,,1,33,
Basilicata,0,0,0,0,0,0,0,0,0,,,0,0,
Calabria,0,0,0,0,0,0,0,0,0,,,0,14,
Campania,2,0,2,1,3,3,3,0,0,,,3,10,
Emilia-Romagna,36,6,42,54,96,50,50,0,1,,,97,1033,
Friuli Venezia Giulia,0,0,0,0,0,0,0,0,0,,,0,141,
Lazio,0,0,0,0,0,0,0,3,0,,,3,552,
Liguria,9,0,9,10,19,8,8,0,0,,,19,78,
Lombardia,172,41,213,136,349,100,145,40,14,,,403,3320,
Marche,2,1,3,0,3,2,2,0,0,,,3,46,
Molise,0,0,0,0,0,0,0,0,0,,,0,0,
P.A. Bolzano,1,0,1,0,1,0,0,0,0,,,1,2,
P.A. Trento,0,0,0,0,0,0,0,0,0,,,0,32,
Piemonte,2,0,2,0,2,-1,-1,0,0,,,2,156,
Puglia,1,0,1,0,1,1,1,0,0,,,1,0,
Sardegna,0,0,0,0,0,0,0,0,0,,,0,1,
Sicilia,1,0,1,1,2,-1,1,2,0,,,4,5,
Toscana,2,0,2,0,2,0,0,0,0,,,2,410,
Umbria,0,0,0,0,0,0,0,0,0,,,0,8,
Valle d'Aosta,0,0,0,0,0,0,0,0,0,,,0,9,
Veneto,19,8,27,82,109,40,40,0,2,,,111,6164,
