denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,17,0,17,107,124,3,3,2740,467,3113,218,3331,116253,76907
Basilicata,3,0,3,2,5,0,0,373,27,402,3,405,43107,42322
Calabria,5,0,5,54,59,2,2,1062,97,1159,59,1218,106955,104921
Campania,51,1,52,207,259,7,8,4096,432,4724,63,4787,306363,152896
Emilia-Romagna,88,9,97,1073,1170,-19,18,23548,4271,28112,877,28989,558766,333415
Friuli Venezia Giulia,5,0,5,88,93,7,1,2901,345,3332,7,3339,217376,115345
Lazio,190,10,200,698,898,4,20,6631,847,6096,2280,8376,375364,308504
Liguria,24,0,24,172,196,2,4,8285,1561,8455,1587,10042,166213,88611
Lombardia,177,23,200,7335,7535,-417,63,70936,16765,89240,5996,95236,1165476,699935
Marche,3,1,4,153,157,-3,0,5661,987,6805,0,6805,151628,91580
Molise,1,0,1,8,9,0,0,414,23,444,2,446,25037,23903
P.A. Bolzano,6,0,6,91,97,2,3,2288,292,2677,0,2677,93003,46587
P.A. Trento,1,0,1,23,24,-2,0,4452,405,3381,1500,4881,135996,67776
Piemonte,163,8,171,716,887,-27,8,26510,4118,26053,5462,31515,456932,281745
Puglia,10,0,10,58,68,0,0,3926,547,2051,2490,4541,207413,140603
Sardegna,4,0,4,8,12,2,2,1230,134,1361,15,1376,95175,80552
Sicilia,4,0,4,133,137,0,0,2695,283,2753,362,3115,240742,194142
Toscana,9,3,12,301,313,2,8,8898,1127,10114,224,10338,379196,254060
Umbria,5,0,5,5,10,2,2,1362,80,1435,17,1452,108430,71881
Valle d'Aosta,1,0,1,1,2,-2,0,1048,146,1079,117,1196,19824,14702
Veneto,30,2,32,406,438,11,21,16960,2043,19289,152,19441,1083811,445120
