denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,91,4,95,472,567,-65,1,2248,451,,,3266,84700,57880
Basilicata,1,0,1,13,14,1,1,359,27,,,400,33185,32395
Calabria,18,0,18,50,68,-9,0,994,97,,,1159,77216,75154
Campania,73,3,76,599,675,-42,5,3732,426,,,4833,220662,110583
Emilia-Romagna,226,31,257,1899,2156,-126,18,21605,4185,,,27946,367485,218890
Friuli Venezia Giulia,21,2,23,105,128,-16,0,2816,340,,,3284,148889,86257
Lazio,462,47,509,2061,2570,-45,23,4515,766,,,7851,279572,225930
Liguria,119,5,124,125,249,1,8,8076,1509,,,9834,118891,65073
Lombardia,2660,96,2756,15541,18297,-1022,192,55967,16317,,,90581,836313,496273
Marche,32,0,32,960,992,-83,0,4763,992,,,6747,115510,70335
Molise,0,2,2,118,120,1,2,295,23,,,438,17162,16411
P.A. Bolzano,7,2,9,86,95,-2,0,2217,292,,,2604,72652,34607
P.A. Trento,6,1,7,74,81,0,3,3894,464,,,4439,96527,51934
Piemonte,599,39,638,3033,3671,-195,21,23258,3961,,,30890,348770,224293
Puglia,76,5,81,532,613,-85,0,3373,526,,,4512,135625,90248
Sardegna,9,1,10,44,54,-2,-1,1176,131,,,1361,64272,54707
Sicilia,39,6,45,808,853,0,2,2323,278,,,3454,168562,142495
Toscana,46,17,63,565,628,-93,1,8440,1077,,,10145,277092,195695
Umbria,12,2,14,15,29,0,3,1330,76,,,1435,77427,55145
Valle d'Aosta,7,0,7,1,8,0,0,1039,144,,,1191,16040,12436
Veneto,77,0,77,927,1004,-76,4,16226,1961,,,19191,762098,358948
