denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,212,14,226,2865,3091,246,252,3195,500,5397,1389,6786,253175,158874
Basilicata,48,4,52,723,775,62,85,584,39,453,945,1398,91337,90497
Calabria,81,6,87,1293,1380,128,136,1614,105,1159,1940,3099,245158,243043
Campania,996,85,1081,20020,21101,1643,1760,8838,545,28264,2220,30484,802965,548083
Emilia-Romagna,596,86,682,10118,10800,632,671,27257,4531,34999,7589,42588,1417038,777142
Friuli Venezia Giulia,76,16,92,2014,2106,174,219,4382,367,6306,549,6855,486925,212729
Lazio,1226,129,1355,16048,17403,1070,1219,9913,1054,11598,16772,28370,1205529,984926
Liguria,547,31,578,4043,4621,137,546,13614,1656,13925,5966,19891,389326,204834
Lombardia,1521,134,1655,28235,29890,3586,4125,87591,17123,113622,20982,134604,2575003,1611623
Marche,115,19,134,2243,2377,195,226,6497,997,9871,0,9871,289086,169343
Molise,9,1,10,415,425,12,22,591,26,996,46,1042,56882,53291
P.A. Bolzano,96,7,103,1977,2080,186,189,2926,296,5302,0,5302,208717,108212
P.A. Trento,48,2,50,798,848,84,148,5898,420,4110,3056,7166,266366,109666
Piemonte,1111,74,1185,12250,13435,1553,1799,30467,4216,26093,22025,48118,895399,529281
Puglia,438,42,480,5511,5991,261,324,5690,644,3322,9003,12325,502331,355311
Sardegna,236,36,272,3539,3811,125,167,2652,180,2714,3929,6643,235250,199392
Sicilia,565,83,648,7202,7850,353,562,5551,389,8879,4911,13790,614264,437540
Toscana,503,76,579,11660,12239,693,866,12006,1221,20011,5455,25466,950782,639007
Umbria,152,20,172,2783,2955,280,350,2403,95,2183,3270,5453,262392,154074
Valle d'Aosta,42,5,47,784,831,106,111,1155,146,1913,219,2132,35990,23483
Veneto,439,56,495,10938,11433,1177,1422,24550,2282,23338,14927,38265,2178114,849385
