denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,72,4,76,433,509,-19,4,2312,454,,,3275,90340,61177
Basilicata,0,1,1,10,11,-1,0,363,27,,,401,34681,33891
Calabria,15,1,16,29,45,-2,1,1020,97,,,1162,81255,79193
Campania,67,2,69,268,337,-9,0,3841,430,,,4608,234666,118820
Emilia-Romagna,192,15,207,1520,1727,-90,28,22130,4199,,,28056,400902,237236
Friuli Venezia Giulia,15,0,15,90,105,-3,6,2848,343,,,3296,158870,93222
Lazio,303,45,348,1009,1357,-865,25,5778,806,,,7941,294654,239788
Liguria,91,3,94,150,244,-5,4,8113,1518,,,9875,125871,68333
Lombardia,2252,96,2348,14437,16785,-239,210,58201,16428,,,91414,883305,524774
Marche,22,0,22,655,677,-73,2,5084,993,,,6754,120308,72713
Molise,0,0,0,97,97,-17,0,319,23,,,439,18495,17630
P.A. Bolzano,7,2,9,86,95,-6,2,2224,291,,,2610,75735,36393
P.A. Trento,5,1,6,64,70,2,3,3912,464,,,4446,102138,54175
Piemonte,510,27,537,2283,2820,-77,40,24203,4006,,,31029,365223,232980
Puglia,60,2,62,360,422,-17,0,3561,532,,,4515,145905,96053
Sardegna,12,0,12,22,34,-8,0,1197,132,,,1363,68079,57763
Sicilia,33,3,36,806,842,1,1,2335,279,,,3456,178319,149516
Toscana,33,16,49,453,502,-8,7,8588,1082,,,10172,289524,204513
Umbria,10,1,11,10,21,-3,0,1339,76,,,1436,81155,57511
Valle d'Aosta,7,0,7,0,7,-2,0,1040,144,,,1191,16476,12736
Veneto,41,1,42,736,778,-71,13,16457,1977,,,19212,798290,368659
