denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,300,16,316,1552,1868,-11,32,798,330,,,2996,40699,29788
Basilicata,48,3,51,143,194,3,6,167,25,,,386,14210,14210
Calabria,95,4,99,603,702,-11,2,324,88,,,1114,38835,36874
Campania,455,30,485,2241,2726,5,25,1394,364,,,4484,86498,47027
Emilia-Romagna,1997,197,2194,6851,9045,-278,166,13329,3642,,,26016,197075,131047
Friuli Venezia Giulia,131,6,137,950,1087,-22,13,1688,297,,,3072,74990,48041
Lazio,1346,95,1441,2944,4385,-67,53,1916,508,,,6809,150912,117796
Liguria,627,68,695,2856,3551,-47,47,3599,1209,,,8359,54492,34613
Lombardia,6609,532,7141,29785,36926,259,526,26371,14231,,,77528,410857,247176
Marche,400,43,443,2755,3198,-7,21,2194,927,,,6319,64412,42281
Molise,8,1,9,172,181,-1,0,98,22,,,301,7075,6808
P.A. Bolzano,109,11,120,545,665,-38,1,1590,281,,,2536,44240,20166
P.A. Trento,136,17,153,1094,1247,-35,66,2571,429,,,4247,41095,24085
Piemonte,2496,169,2665,12973,15638,-81,251,8640,3152,,,27430,172208,121176
Puglia,410,40,450,2505,2955,1,11,765,424,,,4144,66443,64781
Sardegna,92,10,102,587,689,-41,4,511,119,,,1319,27737,24662
Sicilia,383,29,412,1791,2203,17,27,795,242,,,3240,85955,78409
Toscana,513,112,625,4703,5328,-37,38,3363,872,,,9563,150914,114354
Umbria,58,13,71,112,183,-13,0,1143,68,,,1394,38823,26973
Valle d'Aosta,74,2,76,33,109,11,6,895,138,,,1142,8100,6046
Veneto,955,103,1058,6241,7299,-132,94,9503,1516,,,18318,378202,220598
