denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,55,4,59,701,760,18,22,3012,477,3689,560,4249,189052,122050
Basilicata,12,1,13,179,192,15,17,449,28,422,247,669,68081,67261
Calabria,27,4,31,474,505,15,19,1284,98,1159,728,1887,190031,187925
Campania,356,22,378,4689,5067,112,248,5383,457,9379,1528,10907,552231,350063
Emilia-Romagna,187,20,207,4406,4613,-20,101,25520,4479,30673,3939,34612,1110287,636603
Friuli Venezia Giulia,16,6,22,688,710,7,57,3401,350,4136,325,4461,388810,174659
Lazio,521,32,553,5631,6184,154,195,7889,902,7603,7372,14975,810809,678371
Liguria,149,18,167,1426,1593,63,108,9582,1594,9352,3417,12769,291936,156756
Lombardia,308,33,341,8763,9104,77,196,79197,16925,94288,10938,105226,1990912,1239028
Marche,24,4,28,658,686,26,32,6126,989,7801,0,7801,236514,139445
Molise,3,1,4,128,132,1,3,468,23,583,40,623,40516,39092
P.A. Bolzano,20,1,21,455,476,28,37,2598,292,3366,0,3366,164766,86974
P.A. Trento,13,0,13,547,560,12,22,4818,405,3685,2098,5783,218911,94533
Piemonte,163,8,171,2247,2418,25,95,28000,4157,23482,11093,34575,682282,413848
Puglia,204,10,214,2008,2222,32,89,4426,583,2271,4960,7231,385490,274285
Sardegna,100,21,121,1624,1745,22,49,1515,145,1826,1579,3405,175829,149069
Sicilia,230,16,246,2166,2412,22,89,3519,303,4141,2093,6234,448412,331383
Toscana,97,24,121,2933,3054,-4,90,9853,1153,11493,2567,14060,694204,467414
Umbria,30,3,33,435,468,-1,19,1713,85,1620,646,2266,192524,115748
Valle d'Aosta,4,0,4,54,58,9,2,1080,146,1154,130,1284,27977,19381
Veneto,139,16,155,3000,3155,12,150,20832,2167,20835,5319,26154,1820101,711874
