denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,215,6,221,1261,1482,-7,9,1275,379,,,3136,52860,36844
Basilicata,34,1,35,92,127,-4,0,235,27,,,389,20285,19789
Calabria,59,2,61,463,524,-27,3,524,95,,,1143,51050,49196
Campania,387,19,406,1359,1765,-50,9,2480,394,,,4639,127938,57684
Emilia-Romagna,861,122,983,5318,6301,-201,77,16825,3930,,,27056,248591,158371
Friuli Venezia Giulia,149,2,151,619,770,-9,5,2074,317,,,3161,97000,60177
Lazio,1178,79,1257,2839,4096,-139,41,2600,595,,,7291,192917,153894
Liguria,408,35,443,2217,2660,-58,65,5006,1329,,,8995,74248,44390
Lombardia,4818,297,5115,24841,29956,-76,522,38568,15296,,,83820,538243,318289
Marche,189,18,207,2697,2904,-109,15,2725,974,,,6603,82840,53030
Molise,10,1,11,218,229,-2,2,152,22,,,403,10227,10052
P.A. Bolzano,54,7,61,319,380,-33,3,1908,290,,,2578,52015,23487
P.A. Trento,66,9,75,430,505,-68,3,3362,448,,,4315,60843,36359
Piemonte,1775,116,1891,10000,11891,-600,151,13825,3493,,,29209,232682,158112
Puglia,296,24,320,1933,2253,-69,9,1643,461,,,4357,85577,59815
Sardegna,76,10,86,379,465,-26,0,755,125,,,1345,38034,33526
Sicilia,203,12,215,1639,1854,-35,12,1249,263,,,3366,111137,99900
Toscana,269,68,337,3051,3388,-175,30,5498,973,,,9859,193182,141430
Umbria,26,1,27,65,92,-14,1,1255,73,,,1420,52247,36495
Valle d'Aosta,38,0,38,42,80,-13,3,945,141,,,1166,11100,8537
Veneto,342,26,368,4350,4718,-302,32,12384,1743,,,18845,474488,260706
