denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,53,1,54,353,407,-27,1,2414,459,,,3280,96581,64987
Basilicata,0,1,1,7,8,-2,0,366,27,,,401,36705,35915
Calabria,18,0,18,16,34,-1,0,1034,97,,,1165,86273,84222
Campania,47,3,50,75,125,-117,0,4059,431,,,4615,261642,125525
Emilia-Romagna,145,11,156,1063,1219,-62,27,22727,4224,,,28170,443301,261017
Friuli Venezia Giulia,16,0,16,69,85,-12,2,2875,343,,,3303,170109,98912
Lazio,247,38,285,703,988,-9,9,6181,826,,,7995,312708,254525
Liguria,66,3,69,180,249,3,7,8121,1540,,,9910,133898,72175
Lombardia,1537,60,1597,12448,14045,-602,157,62096,16534,,,92675,939820,560376
Marche,14,0,14,546,560,-17,0,5214,994,,,6768,126380,76228
Molise,2,0,2,51,53,-7,1,365,23,,,441,20203,19208
P.A. Bolzano,3,1,4,71,75,-10,2,2248,292,,,2615,78580,37858
P.A. Trento,2,0,2,54,56,-3,1,3936,466,,,4458,108564,57050
Piemonte,363,22,385,1793,2178,-112,26,24971,4039,,,31188,384705,243025
Puglia,31,1,32,223,255,-51,1,3727,538,,,4520,158828,104225
Sardegna,10,0,10,20,30,-1,1,1206,132,,,1368,73846,62546
Sicilia,21,5,26,124,150,-487,3,2640,280,,,3070,187869,156719
Toscana,18,12,30,393,423,-15,10,8687,1095,,,10205,306489,214853
Umbria,5,2,7,10,17,1,1,1344,77,,,1438,86693,60357
Valle d'Aosta,4,0,4,0,4,-2,0,1041,146,,,1191,17183,13182
Veneto,30,1,31,551,582,-25,2,16655,1998,,,19235,858726,384389
