denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,138,3,141,725,866,-43,5,1969,400,,,3235,70473,48112
Basilicata,7,0,7,29,36,0,0,336,27,,,399,27734,27344
Calabria,35,1,36,154,190,-48,1,872,96,,,1158,65631,63372
Campania,275,6,281,865,1146,-38,6,3221,406,,,4773,185724,88874
Emilia-Romagna,459,78,537,3461,3998,-148,16,19546,4083,,,27627,301568,186933
Friuli Venezia Giulia,51,1,52,304,356,-19,4,2568,331,,,3255,123063,74332
Lazio,1062,65,1127,2361,3488,-50,11,3483,701,,,7672,242287,195001
Liguria,205,14,219,1050,1269,-169,39,6882,1438,,,9589,98835,55899
Lombardia,3626,175,3801,20236,24037,-440,384,47810,15954,,,87801,697561,413483
Marche,90,13,103,1347,1450,-125,0,4272,996,,,6718,98535,62815
Molise,3,2,5,161,166,-8,2,246,22,,,434,13629,13087
P.A. Bolzano,27,5,32,139,171,-8,0,2131,291,,,2593,62247,28809
P.A. Trento,19,2,21,456,477,-36,7,3483,462,,,4422,82269,46350
Piemonte,1118,68,1186,5278,6464,-477,73,20095,3828,,,30387,298571,196790
Puglia,170,17,187,1326,1513,-26,10,2471,495,,,4479,109499,74686
Sardegna,41,2,43,172,215,-9,1,1010,130,,,1355,53294,45745
Sicilia,73,10,83,1235,1318,-112,5,1845,272,,,3435,140295,122130
Toscana,132,31,163,1297,1460,-62,12,7595,1027,,,10082,238667,170802
Umbria,13,2,15,17,32,-10,0,1324,75,,,1431,66219,46975
Valle d'Aosta,17,1,18,9,27,-4,0,1011,143,,,1181,14459,11322
Veneto,168,9,177,2110,2287,-144,8,14931,1895,,,19113,616691,317690
