denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,41,2,43,335,378,-13,1,2444,461,,,3283,100918,67617
Basilicata,1,0,1,6,7,-1,0,367,27,,,401,37887,37107
Calabria,9,0,9,19,28,0,0,1050,97,,,1175,90262,88228
Campania,35,0,35,113,148,7,11,4066,431,,,4645,269477,130025
Emilia-Romagna,117,12,129,945,1074,-15,44,22985,4245,,,28304,466612,277700
Friuli Venezia Giulia,13,0,13,44,57,-14,0,2904,344,,,3305,178733,103086
Lazio,181,13,194,675,869,-17,6,6337,833,,,8039,324492,265507
Liguria,59,1,60,201,261,6,1,8124,1555,,,9940,139910,75134
Lombardia,692,48,740,11487,12227,-676,88,64448,16586,,,93261,980820,586567
Marche,12,0,12,459,471,-22,4,5314,994,,,6779,131622,79407
Molise,2,0,2,41,43,0,0,378,23,,,444,21265,20247
P.A. Bolzano,3,1,4,86,90,1,1,2252,292,,,2634,81017,39241
P.A. Trento,0,0,0,52,52,1,0,4395,405,,,4852,114496,59700
Piemonte,334,18,352,1378,1730,-140,22,25480,4066,,,31276,398623,249804
Puglia,29,0,29,148,177,-13,0,3809,543,,,4529,168388,111420
Sardegna,7,0,7,8,15,0,1,1214,132,,,1361,78449,66202
Sicilia,17,5,22,110,132,0,1,2662,280,,,3074,197279,162675
Toscana,26,5,31,299,330,-7,5,8791,1101,,,10222,320799,221190
Umbria,3,1,4,7,11,-1,1,1349,79,,,1439,90838,62477
Valle d'Aosta,3,0,3,3,6,1,1,1042,146,,,1194,17700,13497
Veneto,26,1,27,522,549,-15,3,16700,2004,,,19253,897506,394533
