denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,345,52,397,1403,1800,22,32,213,232,,,2245,20935,
Basilicata,62,12,74,191,265,-5,0,35,19,,,319,4759,
Calabria,161,12,173,643,816,25,28,72,68,,,956,19014,
Campania,618,82,700,2394,3094,32,99,415,260,,,3769,38094,
Emilia-Romagna,3473,328,3801,9977,13778,-40,312,4269,2705,,,20752,101896,
Friuli Venezia Giulia,166,28,194,705,899,-408,38,1415,206,,,2520,31764,
Lazio,1344,199,1543,2479,4022,102,143,789,300,,,5111,74650,
Liguria,967,133,1100,2366,3466,101,212,1549,793,,,5808,24446,
Lombardia,12077,1122,13199,19164,32363,428,1012,17821,11142,,,61326,214870,
Marche,937,106,1043,2052,3095,15,45,1603,728,,,5426,29160,
Molise,26,4,30,170,200,-2,0,42,15,,,257,2522,
P.A. Bolzano,177,39,216,1348,1564,27,35,406,214,,,2184,24457,
P.A. Trento,325,54,379,1703,2082,2,15,749,310,,,3141,18774,
Piemonte,3395,367,3762,9293,13055,290,556,2708,1927,,,17690,71678,
Puglia,611,62,673,1879,2552,40,53,288,278,,,3118,33071,
Sardegna,107,24,131,769,900,-14,10,158,80,,,1138,11893,
Sicilia,552,53,605,1466,2071,21,43,255,175,,,2501,37877,
Toscana,1002,225,1227,5125,6352,95,137,637,538,,,7527,82269,
Umbria,127,37,164,458,622,-3,1,646,53,,,1321,18956,
Valle d'Aosta,112,14,126,433,559,-23,20,270,118,,,947,3726,
Veneto,1427,233,1660,9076,10736,-30,181,2790,906,,,14432,208878,
