denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,342,71,413,798,1211,20,35,102,123,,,1436,9610,
Basilicata,39,15,54,171,225,9,11,3,9,,,237,2262,
Calabria,144,16,160,450,610,4,10,21,38,,,669,9983,
Campania,478,129,607,1369,1976,105,139,107,148,,,2231,15728,
Emilia-Romagna,3898,359,4257,7232,11489,536,713,1566,1732,,,14787,58457,
Friuli Venezia Giulia,206,60,266,940,1206,46,92,357,122,,,1685,15987,
Lazio,1131,177,1308,1450,2758,116,169,337,169,,,3264,35810,
Liguria,1114,179,1293,1352,2645,137,244,555,460,,,3660,11334,
Lombardia,11927,1342,13269,12496,25765,641,1565,11415,7593,,,44773,121449,
Marche,984,168,1152,2304,3456,104,137,29,477,,,3962,12296,
Molise,32,8,40,91,131,14,16,19,10,,,160,1157,
P.A. Bolzano,269,57,326,786,1112,-30,47,190,116,,,1418,11951,
P.A. Trento,345,76,421,1062,1483,94,124,214,173,,,1870,7675,
Piemonte,3146,453,3599,4871,8470,388,494,439,886,,,9795,30060,
Puglia,637,107,744,1012,1756,102,143,61,129,,,1946,15209,
Sardegna,119,27,146,529,675,18,23,36,34,,,745,5501,
Sicilia,496,72,568,976,1544,52,71,86,88,,,1718,16836,
Toscana,1120,297,1417,3015,4432,206,259,182,253,,,4867,36575,
Umbria,173,45,218,646,864,13,17,194,37,,,1095,9080,
Valle d'Aosta,85,27,112,428,540,-12,3,32,59,,,631,1717,
Veneto,1718,350,2068,6156,8224,374,470,902,499,,,9625,112746,
