denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,285,11,296,1495,1791,-18,22,915,341,,,3047,43803,31502
Basilicata,47,3,50,122,172,-5,3,202,25,,,399,16103,15619
Calabria,87,3,90,554,644,-6,3,389,89,,,1122,41828,39780
Campania,433,25,458,1882,2340,-190,14,1816,376,,,4532,96548,49478
Emilia-Romagna,1816,176,1992,6399,8391,-290,104,14251,3737,,,26379,211652,138871
Friuli Venezia Giulia,115,3,118,844,962,-22,9,1826,306,,,3094,79429,50698
Lazio,1351,91,1442,2991,4433,63,81,2024,538,,,6995,160894,125897
Liguria,548,59,607,2699,3306,-121,76,4002,1243,,,8551,59693,37177
Lombardia,6079,480,6559,25194,31753,-5339,764,33005,14611,,,79369,439806,262964
Marche,353,42,395,2841,3236,17,29,2242,943,,,6421,69037,45026
Molise,9,0,9,170,179,2,3,103,22,,,304,7896,7604
P.A. Bolzano,99,11,110,469,579,-33,1,1678,286,,,2543,46228,20872
P.A. Trento,116,13,129,853,982,-59,19,2861,437,,,4280,44719,26161
Piemonte,2147,150,2297,12561,14858,-465,165,9834,3247,,,27939,188057,131269
Puglia,365,36,401,2502,2903,-36,26,855,438,,,4196,70944,68760
Sardegna,91,11,102,521,623,-19,1,577,119,,,1319,29966,26598
Sicilia,359,25,384,1817,2201,-1,14,830,250,,,3281,92999,83908
Toscana,462,92,554,4534,5088,-102,26,3670,899,,,9657,161553,121066
Umbria,55,9,64,107,171,-5,4,1163,70,,,1404,41328,28712
Valle d'Aosta,50,3,53,74,127,17,3,880,139,,,1146,8640,6461
Veneto,902,90,992,5797,6789,-327,77,10122,1568,,,18479,399806,231469
