denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,1,0,1,0,1,0,0,0,0,,,1,33,
Basilicata,0,0,0,0,0,0,0,0,0,,,0,0,
Calabria,0,0,0,1,1,1,1,0,0,,,1,21,
Campania,2,0,2,2,4,1,1,0,0,,,4,213,
Emilia-Romagna,56,6,62,81,143,47,48,0,2,,,145,1277,
Friuli Venezia Giulia,0,0,0,0,0,0,0,0,0,,,0,169,
Lazio,0,0,0,0,0,0,0,3,0,,,3,611,
Liguria,9,0,9,10,19,0,0,0,0,,,19,112,
Lombardia,235,47,282,192,474,125,128,40,17,,,531,4835,
Marche,3,2,5,1,6,3,3,0,0,,,6,47,
Molise,0,0,0,0,0,0,0,0,0,,,0,0,
P.A. Bolzano,1,0,1,0,1,0,0,0,0,,,1,2,
P.A. Trento,0,0,0,0,0,0,0,0,0,,,0,32,
Piemonte,7,0,7,4,11,9,9,0,0,,,11,227,
Puglia,1,0,1,2,3,2,2,0,0,,,3,242,
Sardegna,0,0,0,0,0,0,0,0,0,,,0,1,
Sicilia,1,0,1,1,2,0,0,2,0,,,4,5,
Toscana,5,0,5,2,7,5,6,1,0,,,8,437,
Umbria,0,0,0,0,0,0,0,0,0,,,0,8,
Valle d'Aosta,0,0,0,0,0,0,0,0,0,,,0,9,
Veneto,24,9,33,116,149,40,40,0,2,,,151,7414,
