denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,46,3,49,342,391,-3,0,2431,460,,,3282,99976,67151
Basilicata,1,0,1,7,8,0,0,366,27,,,401,37613,36833
Calabria,9,0,9,19,28,-5,1,1050,97,,,1175,89226,87180
Campania,47,0,47,94,141,8,10,4062,431,,,4634,267306,128347
Emilia-Romagna,121,12,133,956,1089,-65,17,22935,4236,,,28260,460600,273800
Friuli Venezia Giulia,14,0,14,57,71,-1,0,2890,344,,,3305,176470,102267
Lazio,184,16,200,686,886,-59,8,6315,832,,,8033,322341,263506
Liguria,61,1,62,193,255,5,4,8131,1553,,,9939,138694,74514
Lombardia,910,51,961,11942,12903,-735,62,63691,16579,,,93173,971721,580317
Marche,11,0,11,482,493,-12,1,5288,994,,,6775,130121,78583
Molise,3,0,3,40,43,0,0,378,23,,,444,20902,19888
P.A. Bolzano,3,1,4,85,89,0,0,2252,292,,,2633,80538,38949
P.A. Trento,0,0,0,51,51,-2,1,3948,466,,,4465,113091,59170
Piemonte,330,18,348,1522,1870,-100,6,25325,4059,,,31254,394940,247598
Puglia,32,0,32,158,190,-28,2,3797,542,,,4529,165598,109358
Sardegna,7,0,7,8,15,-13,0,1213,132,,,1360,77129,65151
Sicilia,17,5,22,110,132,-9,1,2661,280,,,3073,194935,161423
Toscana,20,6,26,311,337,-23,6,8780,1100,,,10217,316933,219565
Umbria,4,1,5,7,12,-1,0,1348,78,,,1438,89831,61929
Valle d'Aosta,3,0,3,2,5,0,0,1042,146,,,1193,17589,13474
Veneto,30,1,31,533,564,-21,3,16682,2004,,,19250,888273,392124
