denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,58,5,63,676,739,60,72,2995,475,3657,552,4209,186082,120157
Basilicata,7,1,8,155,163,-3,1,447,28,420,218,638,66927,66117
Calabria,30,4,34,434,468,7,12,1278,98,1159,685,1844,186607,184501
Campania,345,21,366,4531,4897,222,243,5149,457,8987,1516,10503,544020,345005
Emilia-Romagna,167,23,190,4428,4618,89,116,25361,4477,30587,3869,34456,1090435,627269
Friuli Venezia Giulia,20,5,25,671,696,10,13,3344,350,4084,306,4390,381744,172262
Lazio,466,27,493,5347,5840,151,198,7807,895,7467,7075,14542,792675,662743
Liguria,145,15,160,1365,1525,64,64,9440,1591,9281,3275,12556,285528,153324
Lombardia,283,36,319,8757,9076,69,90,78849,16923,94073,10775,104848,1953299,1213246
Marche,24,2,26,624,650,8,17,6112,989,7751,0,7751,233956,137930
Molise,5,1,6,126,132,28,31,463,23,579,39,618,39798,38386
P.A. Bolzano,16,1,17,423,440,18,20,2589,292,3321,0,3321,162335,85880
P.A. Trento,13,0,13,545,558,1,2,4773,405,3674,2062,5736,215685,93200
Piemonte,143,7,150,2208,2358,32,57,27883,4155,23667,10729,34396,670699,410265
Puglia,201,11,212,1977,2189,61,81,4306,580,2238,4837,7075,376960,268745
Sardegna,98,20,118,1596,1714,49,64,1446,143,1787,1516,3303,171477,145340
Sicilia,203,14,217,2131,2348,32,75,3390,299,4027,2010,6037,435365,323104
Toscana,94,23,117,2901,3018,62,84,9726,1152,11423,2473,13896,681070,459147
Umbria,25,4,29,439,468,-17,5,1669,84,1612,609,2221,188200,113380
Valle d'Aosta,3,0,3,45,48,-3,2,1087,146,1151,130,1281,27715,19210
Veneto,129,12,141,2993,3134,41,103,20589,2162,20693,5192,25885,1798099,703443
