denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,329,68,397,772,1169,142,160,36,88,,,1293,7730,
Basilicata,32,18,50,147,197,19,20,1,4,,,202,1585,
Calabria,124,19,143,434,577,54,59,12,25,,,614,8485,
Campania,476,135,611,945,1556,149,167,86,117,,,1759,11805,
Emilia-Romagna,3769,333,4102,6433,10535,571,736,1141,1443,,,13119,52991,
Friuli Venezia Giulia,236,60,296,845,1141,21,44,241,98,,,1480,13397,
Lazio,1062,133,1195,1167,2362,181,201,208,136,,,2706,27744,
Liguria,1077,166,1243,1036,2279,193,254,420,377,,,3076,9100,
Lombardia,11613,1328,12941,12451,25392,883,1592,9255,6360,,,41007,107398,
Marche,1000,168,1168,1992,3160,161,185,12,386,,,3558,10431,
Molise,25,9,34,66,100,2,4,18,9,,,127,918,
P.A. Bolzano,234,56,290,744,1034,105,105,116,64,,,1214,10137,
P.A. Trento,356,75,431,862,1293,59,89,172,129,,,1594,5950,
Piemonte,2985,443,3428,3840,7268,417,535,254,684,,,8206,24058,
Puglia,559,99,658,774,1432,74,91,31,86,,,1549,12361,
Sardegna,105,23,128,454,582,13,14,29,27,,,638,4598,
Sicilia,451,71,522,808,1330,88,101,65,65,,,1460,13814,
Toscana,1111,275,1386,2400,3786,275,305,121,215,,,4122,27579,
Umbria,166,46,212,685,897,-1,54,95,31,,,1023,7685,
Valle d'Aosta,90,26,116,423,539,71,73,2,43,,,584,1480,
Veneto,1586,355,1941,5310,7251,338,428,715,392,,,8358,94784,
