denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,104,4,108,667,775,5,7,2064,405,,,3244,75652,50050
Basilicata,4,0,4,25,29,-2,0,343,27,,,399,29880,29130
Calabria,22,1,23,121,144,-7,0,917,97,,,1158,70274,68015
Campania,227,5,232,748,980,-1,5,3410,412,,,4802,201543,98096
Emilia-Romagna,393,57,450,2713,3163,-116,31,20513,4114,,,27790,325482,197423
Friuli Venezia Giulia,41,1,42,236,278,-27,2,2662,333,,,3273,134378,80223
Lazio,730,57,787,2196,2983,-72,13,4010,735,,,7728,255474,206235
Liguria,195,8,203,466,669,-112,12,7529,1465,,,9663,106363,59374
Lombardia,3131,170,3301,17695,20996,-813,210,51860,16112,,,88968,753874,445930
Marche,62,9,71,1267,1338,-9,3,4405,987,,,6730,103634,65617
Molise,2,2,4,141,145,-11,0,269,22,,,436,14631,13985
P.A. Bolzano,13,4,17,110,127,-10,1,2179,291,,,2597,66247,30790
P.A. Trento,13,3,16,288,304,-62,1,3664,462,,,4430,88558,48665
Piemonte,973,58,1031,4130,5161,-129,54,21609,3867,,,30637,319133,207714
Puglia,143,11,154,1023,1177,-45,4,2813,504,,,4494,118652,79314
Sardegna,33,2,35,150,185,-1,0,1041,130,,,1356,57296,49016
Sicilia,65,7,72,914,986,-13,1,2183,274,,,3443,150054,128717
Toscana,97,28,125,986,1111,-55,4,7952,1041,,,10104,252090,179296
Umbria,15,2,17,14,31,0,0,1324,76,,,1431,70553,50271
Valle d'Aosta,12,0,12,3,15,-2,1,1026,143,,,1184,15203,11926
Veneto,112,6,118,1382,1500,-112,6,15734,1918,,,19152,669768,333834
