denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,231,9,240,1369,1609,-62,4,1132,366,,,3107,48903,34428
Basilicata,46,1,47,95,142,-1,1,217,27,,,386,18266,17774
Calabria,64,1,65,503,568,-28,2,473,93,,,1134,47265,45438
Campania,436,23,459,1450,1909,-6,14,2301,392,,,4602,119042,54822
Emilia-Romagna,1537,141,1678,5362,7040,-151,80,15969,3867,,,26876,234619,151040
Friuli Venezia Giulia,96,3,99,731,830,-21,8,1996,312,,,3138,90860,57130
Lazio,1266,83,1349,2945,4294,8,25,2334,562,,,7190,181398,143970
Liguria,484,38,522,2322,2844,-56,44,4695,1293,,,8832,68814,41535
Lombardia,5397,341,5738,24673,30411,221,364,36406,15054,,,81871,492642,292603
Marche,277,28,305,2922,3227,-24,10,2352,964,,,6543,77830,50206
Molise,11,0,11,218,229,11,13,132,22,,,383,9390,9247
P.A. Bolzano,63,7,70,377,447,-12,3,1835,290,,,2572,50019,22500
P.A. Trento,84,11,95,640,735,-51,2,3119,443,,,4297,53398,31970
Piemonte,2021,135,2156,11182,13338,-312,111,12038,3400,,,28776,213783,147318
Puglia,340,32,372,2172,2544,-125,14,1332,451,,,4327,79737,55794
Sardegna,84,10,94,417,511,-4,3,712,120,,,1343,34641,30582
Sicilia,271,16,287,1775,2062,-7,12,1020,257,,,3339,103134,92609
Toscana,347,77,424,3649,4073,-74,13,4764,950,,,9787,179469,132464
Umbria,40,4,44,64,108,-5,1,1233,71,,,1412,47474,33027
Valle d'Aosta,44,1,45,62,107,-6,1,912,139,,,1158,10063,7651
Veneto,400,38,438,5022,5460,-131,19,11615,1666,,,18741,445905,250175
