denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,157,4,161,1018,1179,-93,8,1647,394,,,3220,63956,43904
Basilicata,15,1,16,33,49,-11,0,318,27,,,394,25045,24395
Calabria,47,1,48,254,302,-24,1,759,96,,,1157,60847,58588
Campania,312,9,321,971,1292,-81,10,3037,404,,,4733,161825,76907
Emilia-Romagna,552,89,641,4089,4730,-196,53,18703,4037,,,27470,282857,176464
Friuli Venezia Giulia,68,2,70,415,485,-93,12,2417,325,,,3227,114062,70035
Lazio,1111,67,1178,2457,3635,-2,31,3285,669,,,7589,227090,182266
Liguria,269,19,288,1620,1908,-167,45,6074,1407,,,9389,89529,51771
Lombardia,4028,207,4235,21698,25933,-782,293,44667,15784,,,86384,641593,378934
Marche,101,15,116,1652,1768,-64,8,3939,990,,,6697,93549,59673
Molise,8,2,10,174,184,-10,3,220,22,,,426,12616,12173
P.A. Bolzano,34,5,39,185,224,-26,3,2075,291,,,2590,58188,26585
P.A. Trento,32,4,36,571,607,541,10,3326,455,,,4388,76001,43885
Piemonte,1414,79,1493,6959,8452,-258,87,17868,3757,,,30077,276633,182970
Puglia,233,17,250,1588,1838,-1,27,2120,482,,,4440,99702,67562
Sardegna,58,6,64,242,306,-12,0,922,128,,,1356,48189,41603
Sicilia,103,10,113,1406,1519,-3,4,1634,268,,,3421,129431,114230
Toscana,162,42,204,1582,1786,-91,35,7240,1009,,,10035,222505,160266
Umbria,16,2,18,41,59,-2,0,1296,74,,,1429,61696,43686
Valle d'Aosta,22,2,24,19,43,0,1,991,143,,,1177,13531,10607
Veneto,215,12,227,2796,3023,-263,21,14182,1854,,,19059,559933,295343
