denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,347,67,414,1006,1420,64,75,125,158,,,1703,13598,
Basilicata,46,18,64,190,254,10,14,11,13,,,278,2931,
Calabria,174,13,187,519,706,44,54,33,56,,,795,13077,
Campania,609,108,717,1904,2621,125,132,150,189,,,2960,23139,
Emilia-Romagna,3839,375,4214,8623,12837,314,549,2201,2051,,,17089,69986,
Friuli Venezia Giulia,185,50,235,1128,1363,27,62,531,154,,,2048,21652,
Lazio,1235,197,1432,1754,3186,80,123,475,219,,,3880,44658,
Liguria,1126,165,1291,1802,3093,199,246,800,556,,,4449,15047,
Lombardia,12009,1317,13326,14798,28124,904,1337,13426,8905,,,50455,149984,
Marche,987,151,1138,2440,3578,81,123,287,599,,,4464,15252,
Molise,33,6,39,148,187,16,18,24,13,,,224,1504,
P.A. Bolzano,239,53,292,934,1226,25,52,260,158,,,1644,15723,
P.A. Trento,352,80,432,1363,1795,42,65,273,217,,,2285,10476,
Piemonte,3472,444,3916,6261,10177,484,653,1017,1168,,,12362,38539,
Puglia,574,159,733,1289,2022,49,77,113,182,,,2317,20080,
Sardegna,126,25,151,664,815,26,33,49,43,,,907,7157,
Sicilia,556,76,632,1142,1774,48,62,104,116,,,1994,21904,
Toscana,1111,276,1387,3798,5185,131,176,337,325,,,5847,51006,
Umbria,159,45,204,694,898,-29,29,298,43,,,1239,12448,
Valle d'Aosta,96,23,119,457,576,16,34,115,91,,,782,2390,
Veneto,1674,329,2003,7406,9409,316,402,1186,631,,,11226,140910,
