denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,23,1,24,189,213,16,16,2817,472,3174,328,3502,136214,88565
Basilicata,2,0,2,73,75,0,0,373,28,402,74,476,49119,48319
Calabria,9,1,10,90,100,-1,0,1090,97,1159,128,1287,127863,125829
Campania,29,2,31,357,388,16,22,4251,438,4990,87,5077,349622,182840
Emilia-Romagna,81,4,85,1675,1760,48,69,24066,4295,28516,1605,30121,727693,438547
Friuli Venezia Giulia,11,3,14,152,166,6,7,2937,346,3418,31,3449,269138,131023
Lazio,189,8,197,849,1046,29,38,6910,866,6251,2571,8822,440510,361238
Liguria,20,2,22,194,216,2,7,8498,1569,8447,1836,10283,201270,107771
Lombardia,155,9,164,5424,5588,41,71,74432,16833,90015,6838,96853,1365366,820541
Marche,13,0,13,155,168,12,16,5799,987,6954,0,6954,176282,105247
Molise,1,0,1,34,35,0,0,421,23,475,4,479,29085,27928
P.A. Bolzano,8,0,8,120,128,5,7,2353,292,2773,0,2773,114137,59260
P.A. Trento,6,0,6,72,78,-1,2,4512,405,3399,1596,4995,162684,75038
Piemonte,85,3,88,734,822,32,38,26910,4136,24929,6939,31868,521071,318480
Puglia,31,0,31,156,187,9,9,3973,554,1806,2908,4714,256307,176992
Sardegna,6,0,6,54,60,6,6,1245,134,1375,64,1439,113066,95686
Sicilia,39,5,44,376,420,23,29,2749,284,2896,557,3453,295660,229444
Toscana,14,1,15,495,510,53,61,8997,1137,10370,274,10644,450034,296406
Umbria,8,0,8,41,49,7,7,1376,80,1457,48,1505,128008,81605
Valle d'Aosta,5,0,5,9,14,-5,0,1056,146,1098,118,1216,22438,16120
Veneto,28,6,34,1206,1240,12,58,17333,2083,19536,1120,20656,1314277,509851
