denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,28,0,28,132,160,-10,3,2668,464,3102,190,3292,107535,71520
Basilicata,0,0,0,2,2,0,0,373,27,401,1,402,40041,39261
Calabria,4,0,4,21,25,-1,0,1059,97,1159,22,1181,96914,94880
Campania,15,0,15,175,190,1,3,4080,432,4680,22,4702,286812,140525
Emilia-Romagna,96,9,105,898,1003,1,27,23267,4265,27981,554,28535,504288,301588
Friuli Venezia Giulia,6,0,6,56,62,6,2,2907,345,3311,3,3314,194395,107907
Lazio,188,11,199,632,831,-1,11,6460,839,6000,2130,8130,343882,281743
Liguria,41,3,44,237,281,1,2,8145,1558,8737,1247,9984,149910,80201
Lombardia,241,41,282,9545,9827,-111,98,67610,16671,88793,5315,94108,1054415,630993
Marche,8,0,8,230,238,-10,3,5564,987,6789,0,6789,139893,84572
Molise,0,0,0,21,21,-4,0,401,23,444,1,445,23115,22013
P.A. Bolzano,3,0,3,81,84,0,0,2266,292,2642,0,2642,85423,41686
P.A. Trento,1,0,1,45,46,-1,1,4414,405,3379,1486,4865,123864,63787
Piemonte,248,11,259,1040,1299,-54,13,25983,4096,26969,4409,31378,422647,263385
Puglia,24,0,24,85,109,-3,0,3876,545,2154,2376,4530,182713,122302
Sardegna,7,0,7,6,13,2,2,1222,133,1360,8,1368,85381,72197
Sicilia,17,3,20,114,134,8,9,2674,282,2749,341,3090,214317,174795
Toscana,11,3,14,310,324,1,4,8825,1109,10040,218,10258,344383,232951
Umbria,3,1,4,7,11,1,3,1353,80,1431,13,1444,97698,66402
Valle d'Aosta,2,0,2,1,3,0,0,1046,146,1081,114,1195,18479,13911
Veneto,20,0,20,377,397,-21,20,16890,2022,19262,47,19309,982614,415828
