denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,322,31,353,1747,2100,-8,52,405,280,,,2785,31187,24751
Basilicata,61,7,68,161,229,-3,2,103,24,,,356,8511,8511
Calabria,129,7,136,687,823,2,9,170,76,,,1069,27869,26187
Campania,539,47,586,2392,2978,-20,53,928,332,,,4238,58324,38679
Emilia-Romagna,2889,266,3155,9690,12845,-239,289,7609,3269,,,23723,146146,99714
Friuli Venezia Giulia,138,18,156,979,1135,-173,41,1467,256,,,2858,52918,34057
Lazio,1385,186,1571,2915,4486,23,79,1193,375,,,6054,111073,26298
Liguria,783,91,874,2592,3466,-10,131,2536,1047,,,7049,37842,25045
Lombardia,9192,790,9982,23891,33873,-369,1073,23352,12940,,,70165,302715,190451
Marche,727,71,798,2432,3230,0,28,1865,857,,,5952,47662,31673
Molise,19,1,20,178,198,-7,0,66,20,,,284,4564,4478
P.A. Bolzano,141,17,158,1336,1494,-18,19,680,261,,,2435,33994,16442
P.A. Trento,234,29,263,1608,1871,-3,81,1474,382,,,3727,28240,18656
Piemonte,3039,261,3300,11852,15152,30,401,5358,2630,,,23140,117970,84648
Puglia,536,55,591,2345,2936,62,109,531,372,,,3839,50410,49403
Sardegna,90,20,110,707,817,-16,7,339,98,,,1254,17844,16094
Sicilia,476,34,510,1791,2301,14,43,412,213,,,2926,62150,62150
Toscana,791,168,959,5212,6171,4,80,1886,723,,,8780,118177,94426
Umbria,100,19,119,236,355,-16,5,946,61,,,1362,29011,19627
Valle d'Aosta,91,9,100,363,463,-38,1,506,127,,,1096,5227,4133
Veneto,1189,140,1329,8596,9925,-66,143,5750,1206,,,16881,288075,177154
