denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,17,0,17,103,120,-4,2,2745,468,3115,218,3333,117027,77425
Basilicata,3,0,3,2,5,0,0,373,27,402,3,405,43400,42615
Calabria,5,0,5,60,65,6,8,1064,97,1159,67,1226,107852,105818
Campania,23,1,24,238,262,3,4,4097,432,4728,63,4791,307585,153642
Emilia-Romagna,88,9,97,1101,1198,28,46,23566,4271,28128,907,29035,563225,336154
Friuli Venezia Giulia,7,0,7,90,97,4,4,2901,345,3336,7,3343,219943,116013
Lazio,175,9,184,666,850,-48,9,6687,848,6100,2285,8385,377936,310829
Liguria,28,0,28,173,201,5,8,8285,1564,8448,1602,10050,167677,89337
Lombardia,164,23,187,7322,7509,-26,80,71032,16775,89270,6046,95316,1176203,706440
Marche,3,1,4,152,156,-1,1,5663,987,6806,0,6806,152848,92199
Molise,1,0,1,8,9,0,0,414,23,444,2,446,25218,24081
P.A. Bolzano,6,0,6,94,100,3,1,2286,292,2678,0,2678,93770,47161
P.A. Trento,1,0,1,17,18,-6,0,4458,405,3381,1500,4881,137601,68068
Piemonte,159,6,165,703,868,-19,7,26536,4118,25982,5540,31522,460019,283577
Puglia,11,0,11,57,68,0,1,3926,548,2051,2491,4542,210124,142396
Sardegna,4,0,4,7,11,-1,1,1232,134,1362,15,1377,95982,81230
Sicilia,6,0,6,148,154,17,17,2695,283,2753,379,3132,243037,195812
Toscana,12,2,14,301,315,2,12,8908,1127,10125,225,10350,382160,255850
Umbria,5,0,5,5,10,0,0,1362,80,1435,17,1452,109277,72335
Valle d'Aosta,1,0,1,1,2,0,0,1048,146,1079,117,1196,19915,14736
Veneto,31,2,33,422,455,17,29,16968,2047,19297,173,19470,1092693,447878
