denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,54,4,58,799,857,-5,4,3048,479,3763,621,4384,196626,126392
Basilicata,13,1,14,259,273,7,7,468,29,425,345,770,71212,70392
Calabria,36,2,38,508,546,2,5,1311,100,1159,798,1957,198390,196284
Campania,412,30,442,5298,5740,150,295,5968,461,10572,1597,12169,584072,374216
Emilia-Romagna,201,15,216,4469,4685,3,85,25946,4482,30912,4201,35113,1155920,658254
Friuli Venezia Giulia,18,6,24,697,721,1,2,3538,351,4261,349,4610,403262,179938
Lazio,640,41,681,6240,6921,112,211,8215,910,7929,8117,16046,858334,716730
Liguria,145,24,169,1601,1770,32,109,9825,1600,9545,3650,13195,304579,163180
Lombardia,306,31,337,8997,9334,97,119,80041,16948,94891,11432,106323,2076349,1293542
Marche,25,4,29,733,762,2,5,6154,990,7906,0,7906,243132,143293
Molise,4,1,5,132,137,-4,4,487,24,608,40,648,42559,41105
P.A. Bolzano,26,0,26,534,560,13,25,2662,292,3514,0,3514,173727,90576
P.A. Trento,11,0,11,604,615,17,20,4921,406,3721,2221,5942,226544,97622
Piemonte,180,12,192,2492,2684,51,94,28287,4161,23202,11930,35132,707709,428535
Puglia,214,15,229,2190,2419,15,90,4600,592,2337,5274,7611,400565,285597
Sardegna,109,17,126,1843,1969,5,37,1648,150,1932,1835,3767,185834,157411
Sicilia,294,15,309,2434,2743,84,102,3733,309,4458,2327,6785,471085,346506
Toscana,93,22,115,3278,3393,-14,85,10098,1160,11759,2892,14651,728049,489436
Umbria,38,3,41,467,508,7,11,1792,85,1655,730,2385,200751,120628
Valle d'Aosta,3,0,3,62,65,-1,1,1089,146,1169,131,1300,28765,19888
Veneto,155,21,176,3445,3621,131,183,21359,2176,21124,6032,27156,1880709,733252
