denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,96,3,99,554,653,-17,1,2187,418,,,3258,82332,56223
Basilicata,0,0,0,17,17,-1,0,355,27,,,399,31882,31102
Calabria,18,0,18,73,91,-6,0,971,97,,,1159,75290,73228
Campania,97,7,104,634,738,-36,0,3658,426,,,4822,215404,105814
Emilia-Romagna,256,35,291,2125,2416,-96,17,21307,4171,,,27894,351146,210719
Friuli Venezia Giulia,24,2,26,135,161,-19,3,2784,338,,,3283,146338,84978
Lazio,477,49,526,2171,2697,-13,28,4346,758,,,7801,271662,219363
Liguria,136,4,140,105,245,1,13,8062,1492,,,9799,114887,63119
Lombardia,2840,110,2950,16549,19499,-354,142,54322,16249,,,90070,813972,480566
Marche,46,3,49,1146,1195,-98,2,4556,991,,,6742,112740,68775
Molise,0,2,2,119,121,-1,0,292,23,,,436,16522,15809
P.A. Bolzano,7,2,9,91,100,-1,1,2208,292,,,2600,70578,33291
P.A. Trento,6,1,7,97,104,-19,1,3866,464,,,4434,94159,50758
Piemonte,684,37,721,3446,4167,-202,38,22744,3934,,,30845,340176,219444
Puglia,109,4,113,645,758,-88,4,3231,522,,,4511,129898,86405
Sardegna,10,1,11,49,60,-7,3,1171,131,,,1362,62145,52956
Sicilia,47,7,54,812,866,-6,2,2308,276,,,3450,163432,138343
Toscana,49,22,71,714,785,-72,5,8281,1068,,,10134,269298,190860
Umbria,11,2,13,15,28,-1,0,1327,76,,,1431,75336,53733
Valle d'Aosta,7,0,7,5,12,2,2,1033,144,,,1189,15730,12289
Veneto,82,2,84,1080,1164,-65,8,16069,1949,,,19182,734130,351519
