denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,122,3,125,645,770,0,0,2063,404,,,3237,73301,50043
Basilicata,5,0,5,26,31,-2,0,341,27,,,399,29421,28685
Calabria,23,1,24,127,151,-8,0,910,97,,,1158,69334,67075
Campania,236,7,243,738,981,-5,10,3405,411,,,4797,198033,95903
Emilia-Romagna,398,65,463,2816,3279,-285,20,20373,4107,,,27759,321373,195492
Friuli Venezia Giulia,45,1,46,259,305,-18,4,2633,333,,,3271,131976,78972
Lazio,769,58,827,2228,3055,-108,6,3932,728,,,7715,253388,204232
Liguria,186,9,195,586,781,-213,32,7411,1459,,,9651,104892,58665
Lombardia,3307,172,3479,18330,21809,-874,221,50870,16079,,,88758,741447,438415
Marche,66,9,75,1272,1347,-5,4,4393,987,,,6727,102484,64947
Molise,3,2,5,151,156,-6,0,258,22,,,436,14371,13734
P.A. Bolzano,13,4,17,120,137,-17,1,2168,291,,,2596,65405,30308
P.A. Trento,13,3,16,350,366,-44,1,3601,462,,,4429,86565,47908
Piemonte,988,60,1048,4242,5290,-368,82,21435,3858,,,30583,315828,205102
Puglia,150,12,162,1060,1222,-61,8,2768,500,,,4490,116765,78458
Sardegna,34,2,36,150,186,-4,0,1040,130,,,1356,56580,48432
Sicilia,67,7,74,925,999,-138,2,2170,273,,,3442,148871,127725
Toscana,106,27,133,1033,1166,-89,12,7897,1037,,,10100,249441,177686
Umbria,16,1,17,14,31,0,0,1324,76,,,1431,70023,49760
Valle d'Aosta,13,0,13,4,17,-2,1,1023,143,,,1183,14972,11741
Veneto,120,7,127,1485,1612,-237,12,15618,1916,,,19146,660151,331390
