denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,341,44,385,1425,1810,10,29,224,240,,,2274,22500,
Basilicata,60,12,72,189,261,-4,1,38,21,,,320,5037,
Calabria,156,11,167,652,819,3,15,81,71,,,971,19662,
Campania,607,86,693,2394,3087,-7,38,442,278,,,3807,39534,
Emilia-Romagna,3388,325,3713,9864,13577,-201,277,4664,2788,,,21029,106149,
Friuli Venezia Giulia,163,24,187,1207,1394,495,24,938,212,,,2544,33800,
Lazio,1342,196,1538,2509,4047,25,121,874,311,,,5232,75584,
Liguria,959,120,1079,2385,3464,-2,128,1665,807,,,5936,25793,
Lombardia,12043,1074,13117,19804,32921,558,827,17855,11377,,,62153,221968,
Marche,888,106,994,2103,3097,2,77,1660,746,,,5503,30329,
Molise,27,4,31,175,206,6,6,42,15,,,263,2855,
P.A. Bolzano,166,32,198,1378,1576,12,40,425,223,,,2224,25370,
P.A. Trento,312,48,360,1744,2104,22,79,798,318,,,3220,19535,
Piemonte,3338,366,3704,9491,13195,140,539,3019,2015,,,18229,75664,
Puglia,592,73,665,1908,2573,21,66,323,288,,,3184,34518,
Sardegna,107,26,133,737,870,-30,23,208,83,,,1161,12395,
Sicilia,541,49,590,1491,2081,10,34,273,181,,,2535,39867,
Toscana,977,216,1193,5224,6417,65,139,693,556,,,7666,86348,
Umbria,122,37,159,423,582,-40,1,686,54,,,1322,20258,
Valle d'Aosta,112,11,123,425,548,-11,11,289,121,,,958,3894,
Veneto,1402,219,1621,9168,10789,53,192,2895,940,,,14624,216344,
